Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	9366	1543	7114
mitochondrial-Ath-AsnGTT-183766	1545	195	447
mitochondrial-Ath-AspGTC-171828	2025	1004	1937
mitochondrial-Ath-CysGCA-171829	6259	1294	1382
mitochondrial-Ath-GlnTTG-171830	235	50	85
mitochondrial-Ath-GluTTC-171831	2703	893	1583
mitochondrial-Ath-GlyGCC-171832	1409	217	351
mitochondrial-Ath-HisGTG-171833	1111	157	215
mitochondrial-Ath-IleCAT-171837	133	19	84
mitochondrial-Ath-LysTTT-171834	494	208	965
mitochondrial-Ath-ProTGG-171838	911	140	236
mitochondrial-Ath-SerGCT-171840	135	63	123
mitochondrial-Ath-SerGGA-171839	67	31	63
mitochondrial-Ath-SerTGA-171841	468	122	161
mitochondrial-Ath-TrpCCA-171842	75	19	33
mitochondrial-Ath-TyrGTA-171843	19	1	15
mitochondrial-Ath-TyrGTA-171844	538	140	654
mitochondrial-Ath-eMetCAT-171836	270	53	60
mitochondrial-Ath-iMetCAT-171835	115	28	64
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-309033	4	1	12
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	13	8	17
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	12357	7501	38115
nuclear-Ath-AlaAGC-171749	29094	19200	111165
nuclear-Ath-AlaAGC-183743	3003	1717	11481
nuclear-Ath-AlaCGC-171750	5859	3185	17514
nuclear-Ath-AlaCGC-171752	11186	5562	23684
nuclear-Ath-AlaCGC-183744	5805	3403	13648
nuclear-Ath-AlaTGC-171747	38794	25154	114943
nuclear-Ath-AlaTGC-171751	5536	3351	13630
nuclear-Ath-ArgACG-171679	1141	505	635
nuclear-Ath-ArgACG-171680	7114	2621	2507
nuclear-Ath-ArgACG-171681	2514	1957	939
nuclear-Ath-ArgACG-171682	5605	3336	2078
nuclear-Ath-ArgACG-171683	4083	1879	2555
nuclear-Ath-ArgACG-171772	3940	1526	2774
nuclear-Ath-ArgCCG-171678	21293	8071	9521
nuclear-Ath-ArgCCG-171686	1202	361	844
nuclear-Ath-ArgCCG-183763	737	296	467
nuclear-Ath-ArgCCT-171715	682	319	428
nuclear-Ath-ArgCCT-171716	10513	4750	6251
nuclear-Ath-ArgCCT-171719	2715	1490	2748
nuclear-Ath-ArgTCG-171676	13468	7897	8993
nuclear-Ath-ArgTCG-171677	17419	10075	9529
nuclear-Ath-ArgTCT-171693	2743	540	1856
nuclear-Ath-ArgTCT-171694	11054	1815	8244
nuclear-Ath-ArgTCT-171695	7312	1145	4583
nuclear-Ath-ArgTCT-171696	2434	362	1633
nuclear-Ath-ArgTCT-171714	4889	772	1719
nuclear-Ath-ArgTCT-171717	2255	432	945
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	572	310	634
nuclear-Ath-AsnGTT-171727	15124	5920	14430
nuclear-Ath-AsnGTT-171729	10742	3691	8800
nuclear-Ath-AsnGTT-183736	1766	682	1303
nuclear-Ath-AsnGTT-183737	1	0	6
nuclear-Ath-AsnGTT-183738	3660	1587	3579
nuclear-Ath-AsnGTT-183739	2081	773	1548
nuclear-Ath-AspGTC-171804	56300	31285	24527
nuclear-Ath-AspGTC-183754	0	0	1
nuclear-Ath-AspGTC-183755	0	0	0
nuclear-Ath-AspGTC-183756	4	1	12
nuclear-Ath-AspGTC-183757	6	4	8
nuclear-Ath-CysGCA-171684	1405	165	208
nuclear-Ath-CysGCA-171742	208	44	83
nuclear-Ath-CysGCA-171756	555	126	179
nuclear-Ath-CysGCA-171757	184	42	65
nuclear-Ath-CysGCA-171758	2273	483	740
nuclear-Ath-CysGCA-171759	456	92	138
nuclear-Ath-CysGCA-171762	55	16	37
nuclear-Ath-CysGCA-183716	0	0	1
nuclear-Ath-CysGCA-183742	644	159	131
nuclear-Ath-CysGCA-183745	1	0	7
nuclear-Ath-GlnCTG-171763	2600	452	439
nuclear-Ath-GlnCTG-171765	931	155	182
nuclear-Ath-GlnCTG-171773	2393	427	423
nuclear-Ath-GlnCTG-171774	1507	336	377
nuclear-Ath-GlnCTG-171775	28094	5095	5901
nuclear-Ath-GlnTTG-171777	16928	5805	6501
nuclear-Ath-GlnTTG-183749	4732	1100	1406
nuclear-Ath-GluCTC-171821	4446	677	1538
nuclear-Ath-GluCTC-171824	11357	2043	3752
nuclear-Ath-GluCTC-171825	1710	315	516
nuclear-Ath-GluCTC-183765	5	0	19
nuclear-Ath-GluTTC-171820	26357	4344	8062
nuclear-Ath-GluTTC-171822	4898	648	1281
nuclear-Ath-GluTTC-171826	875	125	330
nuclear-Ath-GluTTC-183764	1038	184	464
nuclear-Ath-GlyCCC-171713	21104	7866	13149
nuclear-Ath-GlyGCC-171688	1846	433	902
nuclear-Ath-GlyGCC-171690	2107	553	1482
nuclear-Ath-GlyGCC-171691	64010	17606	43033
nuclear-Ath-GlyGCC-171692	101	22	97
nuclear-Ath-GlyGCC-183730	45	21	42
nuclear-Ath-GlyTCC-171720	30452	12706	14592
nuclear-Ath-HisGTG-171768	4161	1472	5115
nuclear-Ath-HisGTG-171770	616	211	776
nuclear-Ath-HisGTG-183747	1156	428	968
nuclear-Ath-HisGTG-183748	562	242	432
nuclear-Ath-IleAAT-171735	11223	4949	25776
nuclear-Ath-IleAAT-171736	11301	5781	31622
nuclear-Ath-IleTAT-171721	1178	668	972
nuclear-Ath-IleTAT-171764	1100	565	1847
nuclear-Ath-LeuAAG-171816	761	284	1121
nuclear-Ath-LeuAAG-171817	1508	576	2179
nuclear-Ath-LeuCAA-171786	5230	2160	4231
nuclear-Ath-LeuCAA-171787	4859	1661	4216
nuclear-Ath-LeuCAA-171789	6627	2077	5255
nuclear-Ath-LeuCAA-171790	5283	1364	3570
nuclear-Ath-LeuCAA-183751	592	223	492
nuclear-Ath-LeuCAG-171781	7825	3212	8324
nuclear-Ath-LeuTAA-171698	1153	462	1302
nuclear-Ath-LeuTAA-171699	1746	739	1714
nuclear-Ath-LeuTAA-171791	2328	1198	1568
nuclear-Ath-LeuTAG-171673	16816	7601	21806
nuclear-Ath-LeuTAG-171675	7559	3487	5978
nuclear-Ath-LeuTAG-171685	1478	796	2312
nuclear-Ath-LysCTT-171703	2918	1044	1296
nuclear-Ath-LysCTT-171704	73971	22955	20364
nuclear-Ath-LysCTT-183733	22	75	20
nuclear-Ath-LysTTT-171707	53	19	40
nuclear-Ath-LysTTT-171712	523	118	140
nuclear-Ath-LysTTT-183734	44	6	15
nuclear-Ath-LysTTT-183735	2	2	17
nuclear-Ath-PheGAA-171718	16876	11866	20222
nuclear-Ath-ProAGG-171737	11096	1536	3550
nuclear-Ath-ProAGG-171738	3030	375	785
nuclear-Ath-ProAGG-171743	9538	1329	2481
nuclear-Ath-ProCGG-171739	53	11	30
nuclear-Ath-ProCGG-171760	4300	668	2428
nuclear-Ath-ProCGG-171761	7611	1208	4143
nuclear-Ath-ProTGG-171741	6590	871	2574
nuclear-Ath-ProTGG-171744	20513	3252	6901
nuclear-Ath-ProTGG-183741	1	0	2
nuclear-Ath-SerAGA-171812	547	429	4571
nuclear-Ath-SerAGA-171813	2468	1863	19656
