Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	172	8499	37484
mitochondrial-Ath-AsnGTT-183766	3236	842	2314
mitochondrial-Ath-AspGTC-171828	822	701	2603
mitochondrial-Ath-CysGCA-171829	1314	1722	2724
mitochondrial-Ath-GlnTTG-171830	124	41	128
mitochondrial-Ath-GluTTC-171831	583	715	2676
mitochondrial-Ath-GlyGCC-171832	585	309	1041
mitochondrial-Ath-HisGTG-171833	1196	743	1611
mitochondrial-Ath-IleCAT-171837	65	35	182
mitochondrial-Ath-LysTTT-171834	161	121	1225
mitochondrial-Ath-ProTGG-171838	332	132	375
mitochondrial-Ath-SerGCT-171840	171	61	283
mitochondrial-Ath-SerGGA-171839	50	32	116
mitochondrial-Ath-SerTGA-171841	349	116	340
mitochondrial-Ath-TrpCCA-171842	38	40	124
mitochondrial-Ath-TyrGTA-171843	0	15	26
mitochondrial-Ath-TyrGTA-171844	296	183	1189
mitochondrial-Ath-eMetCAT-171836	137	82	115
mitochondrial-Ath-iMetCAT-171835	95	15	76
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-309033	0	2	5
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	0	3	29
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	4096	6040	49786
nuclear-Ath-AlaAGC-171749	9418	14690	141994
nuclear-Ath-AlaAGC-183743	1010	1616	15584
nuclear-Ath-AlaCGC-171750	1936	2910	29283
nuclear-Ath-AlaCGC-171752	4850	6988	61718
nuclear-Ath-AlaCGC-183744	1803	2580	18448
nuclear-Ath-AlaTGC-171747	12649	19650	163500
nuclear-Ath-AlaTGC-171751	1850	2515	19011
nuclear-Ath-ArgACG-171679	487	449	1050
nuclear-Ath-ArgACG-171680	2630	2553	6479
nuclear-Ath-ArgACG-171681	1386	1283	2226
nuclear-Ath-ArgACG-171682	2623	2790	5226
nuclear-Ath-ArgACG-171683	1576	1777	6233
nuclear-Ath-ArgACG-171772	1346	1612	6129
nuclear-Ath-ArgCCG-171678	9236	7834	15500
nuclear-Ath-ArgCCG-171686	428	414	1877
nuclear-Ath-ArgCCG-183763	220	221	662
nuclear-Ath-ArgCCT-171715	457	682	1652
nuclear-Ath-ArgCCT-171716	5937	7886	21923
nuclear-Ath-ArgCCT-171719	1227	1862	6789
nuclear-Ath-ArgTCG-171676	5256	8767	21651
nuclear-Ath-ArgTCG-171677	6313	9485	20007
nuclear-Ath-ArgTCT-171693	1171	741	4717
nuclear-Ath-ArgTCT-171694	3925	2138	19039
nuclear-Ath-ArgTCT-171695	3564	1781	12987
nuclear-Ath-ArgTCT-171696	1051	544	4067
nuclear-Ath-ArgTCT-171714	2412	1261	4826
nuclear-Ath-ArgTCT-171717	792	528	2034
nuclear-Ath-ArgTCT-183731	5	0	1
nuclear-Ath-AsnGTT-171725	432	415	1777
nuclear-Ath-AsnGTT-171727	5116	4949	21597
nuclear-Ath-AsnGTT-171729	5399	5599	25368
nuclear-Ath-AsnGTT-183736	862	706	2375
nuclear-Ath-AsnGTT-183737	1	0	3
nuclear-Ath-AsnGTT-183738	1300	1250	4939
nuclear-Ath-AsnGTT-183739	926	870	4196
nuclear-Ath-AspGTC-171804	41594	50696	76765
nuclear-Ath-AspGTC-183754	0	0	1
nuclear-Ath-AspGTC-183755	0	0	1
nuclear-Ath-AspGTC-183756	6	4	21
nuclear-Ath-AspGTC-183757	15	8	30
nuclear-Ath-CysGCA-171684	669	553	772
nuclear-Ath-CysGCA-171742	119	158	253
nuclear-Ath-CysGCA-171756	214	229	514
nuclear-Ath-CysGCA-171757	130	79	196
nuclear-Ath-CysGCA-171758	1148	1019	2115
nuclear-Ath-CysGCA-171759	281	265	394
