Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	8612	1086	5697
mitochondrial-Ath-AsnGTT-183766	1534	145	526
mitochondrial-Ath-AspGTC-171828	1252	397	878
mitochondrial-Ath-CysGCA-171829	6312	1275	1208
mitochondrial-Ath-GlnTTG-171830	307	39	83
mitochondrial-Ath-GluTTC-171831	1371	329	618
mitochondrial-Ath-GlyGCC-171832	1615	173	342
mitochondrial-Ath-HisGTG-171833	1148	110	224
mitochondrial-Ath-IleCAT-171837	117	10	59
mitochondrial-Ath-LysTTT-171834	501	152	849
mitochondrial-Ath-ProTGG-171838	632	78	131
mitochondrial-Ath-SerGCT-171840	133	43	131
mitochondrial-Ath-SerGGA-171839	52	25	63
mitochondrial-Ath-SerTGA-171841	501	83	121
mitochondrial-Ath-TrpCCA-171842	8709	1608	1960
mitochondrial-Ath-TyrGTA-171843	13	3	1
mitochondrial-Ath-TyrGTA-171844	604	160	557
mitochondrial-Ath-eMetCAT-171836	191	20	43
mitochondrial-Ath-iMetCAT-171835	83	8	54
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-309033	6	0	16
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	9	3	17
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	14541	6602	38999
nuclear-Ath-AlaAGC-171749	46419	23874	141063
nuclear-Ath-AlaAGC-183743	12411	6580	29018
nuclear-Ath-AlaCGC-171750	6634	2725	16390
nuclear-Ath-AlaCGC-171752	13255	5839	27683
nuclear-Ath-AlaCGC-183744	7042	3623	15902
nuclear-Ath-AlaTGC-171747	43253	22592	115844
nuclear-Ath-AlaTGC-171751	5678	2785	13059
nuclear-Ath-ArgACG-171679	1193	433	494
nuclear-Ath-ArgACG-171680	6950	1723	1891
nuclear-Ath-ArgACG-171681	2703	1412	774
nuclear-Ath-ArgACG-171682	6438	2939	1795
nuclear-Ath-ArgACG-171683	4285	1304	1600
nuclear-Ath-ArgACG-171772	3628	1339	2370
nuclear-Ath-ArgCCG-171678	20510	5601	7207
nuclear-Ath-ArgCCG-171686	1139	295	856
nuclear-Ath-ArgCCG-183763	654	244	405
nuclear-Ath-ArgCCT-171715	726	255	346
nuclear-Ath-ArgCCT-171716	10298	3220	4363
nuclear-Ath-ArgCCT-171719	2751	1228	2313
nuclear-Ath-ArgTCG-171676	16243	6245	7553
nuclear-Ath-ArgTCG-171677	18956	7712	8061
nuclear-Ath-ArgTCT-171693	2925	396	1684
nuclear-Ath-ArgTCT-171694	9300	1063	5877
nuclear-Ath-ArgTCT-171695	6823	868	3758
nuclear-Ath-ArgTCT-171696	2199	263	1381
nuclear-Ath-ArgTCT-171714	4065	550	1291
nuclear-Ath-ArgTCT-171717	1940	269	765
nuclear-Ath-ArgTCT-183731	3	0	7
nuclear-Ath-AsnGTT-171725	780	271	591
nuclear-Ath-AsnGTT-171727	16312	4950	13675
nuclear-Ath-AsnGTT-171729	12286	3170	8138
nuclear-Ath-AsnGTT-183736	2121	601	1399
nuclear-Ath-AsnGTT-183737	0	0	4
nuclear-Ath-AsnGTT-183738	4666	1539	3945
nuclear-Ath-AsnGTT-183739	2236	590	1543
nuclear-Ath-AspGTC-171804	72550	26154	23652
nuclear-Ath-AspGTC-183754	4	0	2
nuclear-Ath-AspGTC-183755	1	0	2
nuclear-Ath-AspGTC-183756	15	2	1549
nuclear-Ath-AspGTC-183757	22	7	129
nuclear-Ath-CysGCA-171684	1477	128	160
nuclear-Ath-CysGCA-171742	296	86	118
nuclear-Ath-CysGCA-171756	703	160	219
nuclear-Ath-CysGCA-171757	268	42	82
nuclear-Ath-CysGCA-171758	2814	406	748
nuclear-Ath-CysGCA-171759	546	95	141
nuclear-Ath-CysGCA-171762	103	30	41
nuclear-Ath-CysGCA-183716	0	0	11
nuclear-Ath-CysGCA-183742	691	131	142
nuclear-Ath-CysGCA-183745	32	6	7
nuclear-Ath-GlnCTG-171763	3245	412	535
nuclear-Ath-GlnCTG-171765	1079	147	169
nuclear-Ath-GlnCTG-171773	2143	290	352
nuclear-Ath-GlnCTG-171774	1539	256	336
nuclear-Ath-GlnCTG-171775	25543	3567	4248
nuclear-Ath-GlnTTG-171777	14483	3983	4777
nuclear-Ath-GlnTTG-183749	3355	595	715
nuclear-Ath-GluCTC-171821	3180	382	863
nuclear-Ath-GluCTC-171824	8037	1101	2140
nuclear-Ath-GluCTC-171825	1223	146	314
nuclear-Ath-GluCTC-183765	3	0	24
nuclear-Ath-GluTTC-171820	27007	3336	6486
nuclear-Ath-GluTTC-171822	4058	475	948
nuclear-Ath-GluTTC-171826	941	107	247
nuclear-Ath-GluTTC-183764	928	137	321
nuclear-Ath-GlyCCC-171713	20740	6322	12634
nuclear-Ath-GlyGCC-171688	2029	356	840
nuclear-Ath-GlyGCC-171690	2356	414	1154
nuclear-Ath-GlyGCC-171691	66445	12893	34695
nuclear-Ath-GlyGCC-171692	137	26	123
nuclear-Ath-GlyGCC-183730	54	13	33
nuclear-Ath-GlyTCC-171720	26258	7753	11187
nuclear-Ath-HisGTG-171768	4938	1452	6181
nuclear-Ath-HisGTG-171770	824	242	972
nuclear-Ath-HisGTG-183747	1235	412	1156
nuclear-Ath-HisGTG-183748	458	245	455
nuclear-Ath-IleAAT-171735	10264	3065	19255
nuclear-Ath-IleAAT-171736	10764	4059	25953
nuclear-Ath-IleTAT-171721	956	452	786
nuclear-Ath-IleTAT-171764	954	358	1360
nuclear-Ath-LeuAAG-171816	28331	8035	43971
nuclear-Ath-LeuAAG-171817	29020	8259	45068
nuclear-Ath-LeuCAA-171786	6696	1992	3899
nuclear-Ath-LeuCAA-171787	5692	1399	3660
nuclear-Ath-LeuCAA-171789	8070	1655	4510
nuclear-Ath-LeuCAA-171790	6453	1201	3108
nuclear-Ath-LeuCAA-183751	685	244	535
nuclear-Ath-LeuCAG-171781	9146	2700	7471
nuclear-Ath-LeuTAA-171698	4304	1372	3629
nuclear-Ath-LeuTAA-171699	4803	1498	4100
nuclear-Ath-LeuTAA-171791	2509	852	1243
nuclear-Ath-LeuTAG-171673	17266	5999	19951
