File	Type	IsoDecoder	SprinzlPos	TPM
MSR_At1c.start_pos.txt	Control	AlaAGC	1	17750.7706159721
MSR_At1c.start_pos.txt	Control	AlaAGC	2	56.5154494790828
MSR_At1c.start_pos.txt	Control	AlaAGC	3	40.7321192877742
MSR_At1c.start_pos.txt	Control	AlaAGC	4	18.6237439734179
MSR_At1c.start_pos.txt	Control	AlaAGC	5	9.42900245195059
MSR_At1c.start_pos.txt	Control	AlaAGC	6	7.08639314711815
MSR_At1c.start_pos.txt	Control	AlaAGC	7	22.8111581058059
MSR_At1c.start_pos.txt	Control	AlaAGC	8	15.2562430977213
MSR_At1c.start_pos.txt	Control	AlaAGC	9	3.42606610831745
MSR_At1c.start_pos.txt	Control	AlaAGC	10	9.25330675408816
MSR_At1c.start_pos.txt	Control	AlaAGC	11	9.75111123136505
MSR_At1c.start_pos.txt	Control	AlaAGC	12	4.86091430752732
MSR_At1c.start_pos.txt	Control	AlaAGC	13	3.83602273666313
MSR_At1c.start_pos.txt	Control	AlaAGC	14	12.3279814666807
MSR_At1c.start_pos.txt	Control	AlaAGC	15	7.75989332225748
MSR_At1c.start_pos.txt	Control	AlaAGC	16	10.7174375696084
MSR_At1c.start_pos.txt	Control	AlaAGC	17	9.63398076612343
MSR_At1c.start_pos.txt	Control	AlaAGC	18	26.500767760917
MSR_At1c.start_pos.txt	Control	AlaAGC	19	31.6545082315484
MSR_At1c.start_pos.txt	Control	AlaAGC	20	10.2781983249524
MSR_At1c.start_pos.txt	Control	AlaAGC	21	11.7130465241622
MSR_At1c.start_pos.txt	Control	AlaAGC	22	13.645699200649
MSR_At1c.start_pos.txt	Control	AlaAGC	23	15.7540475749982
MSR_At1c.start_pos.txt	Control	AlaAGC	24	40.4392931246701
MSR_At1c.start_pos.txt	Control	AlaAGC	25	39.063010158081
MSR_At1c.start_pos.txt	Control	AlaAGC	26	403.016648280112
MSR_At1c.start_pos.txt	Control	AlaAGC	27	12929.9149275574
MSR_At1c.start_pos.txt	Control	AlaAGC	28	209.282858770469
MSR_At1c.start_pos.txt	Control	AlaAGC	29	79.9708251437176
MSR_At1c.start_pos.txt	Control	AlaAGC	30	48.4627299937212
MSR_At1c.start_pos.txt	Control	AlaAGC	31	14.8462864693756
MSR_At1c.start_pos.txt	Control	AlaAGC	32	8.60908919525924
MSR_At1c.start_pos.txt	Control	AlaAGC	33	22.0498100817354
MSR_At1c.start_pos.txt	Control	AlaAGC	34	59.5901241916753
MSR_At1c.start_pos.txt	Control	AlaAGC	35	43.4846852209523
MSR_At1c.start_pos.txt	Control	AlaAGC	36	70.3075617612838
MSR_At1c.start_pos.txt	Control	AlaAGC	37	54.8756229657
MSR_At1c.start_pos.txt	Control	AlaAGC	38	1768.6700251485
MSR_At1c.start_pos.txt	Control	AlaAGC	39	11.5959160589206
MSR_At1c.start_pos.txt	Control	AlaAGC	40	3.33821825938624
MSR_At1c.start_pos.txt	Control	AlaAGC	41	0.380674012035272
MSR_At1c.start_pos.txt	Control	AlaAGC	42	0.0292826163104056
MSR_At1c.start_pos.txt	Control	AlaCGC	1	6046.04035484206
MSR_At1c.start_pos.txt	Control	AlaCGC	2	14.2020689105467
MSR_At1c.start_pos.txt	Control	AlaCGC	3	7.58419762439504
MSR_At1c.start_pos.txt	Control	AlaCGC	4	5.06589262170016
MSR_At1c.start_pos.txt	Control	AlaCGC	5	5.44656663373544
MSR_At1c.start_pos.txt	Control	AlaCGC	6	2.22547883959082
MSR_At1c.start_pos.txt	Control	AlaCGC	7	4.33382721394002
MSR_At1c.start_pos.txt	Control	AlaCGC	8	4.27526198131921
MSR_At1c.start_pos.txt	Control	AlaCGC	9	2.84041378210934
MSR_At1c.start_pos.txt	Control	AlaCGC	10	13.6164165843386
MSR_At1c.start_pos.txt	Control	AlaCGC	11	17.4817219373121
MSR_At1c.start_pos.txt	Control	AlaCGC	12	2.78184854948853
MSR_At1c.start_pos.txt	Control	AlaCGC	13	2.25476145590123
MSR_At1c.start_pos.txt	Control	AlaCGC	14	7.73061070594707
