Gene	Position	SprinzlPosition	EndPosCount
mitochondrial-Ath-AsnGTT-183766	33	34	4
mitochondrial-Ath-AsnGTT-183766	34	35	9
mitochondrial-Ath-AsnGTT-183766	35	36	8
mitochondrial-Ath-AsnGTT-183766	36	37	26
mitochondrial-Ath-AsnGTT-183766	37	38	107
mitochondrial-Ath-AsnGTT-183766	38	39	998
mitochondrial-Ath-AsnGTT-183766	39	40	33
mitochondrial-Ath-AsnGTT-183766	40	41	60
mitochondrial-Ath-AsnGTT-183766	41	42	7
mitochondrial-Ath-AsnGTT-183766	42	43	5
mitochondrial-Ath-AsnGTT-183766	43	44	6
mitochondrial-Ath-AsnGTT-183766	44	45	1
mitochondrial-Ath-AsnGTT-183766	45	46	3
mitochondrial-Ath-AsnGTT-183766	46	47	2
mitochondrial-Ath-AsnGTT-183766	47	48	1
mitochondrial-Ath-AsnGTT-183766	48	49	1
mitochondrial-Ath-AsnGTT-183766	49	50	3
mitochondrial-Ath-AsnGTT-183766	50	51	2
mitochondrial-Ath-AsnGTT-183766	52	53	2
mitochondrial-Ath-AsnGTT-183766	53	54	9
mitochondrial-Ath-AsnGTT-183766	54	55	5
mitochondrial-Ath-AsnGTT-183766	55	56	21
mitochondrial-Ath-AsnGTT-183766	56	57	3
mitochondrial-Ath-AsnGTT-183766	62	63	24
mitochondrial-Ath-AsnGTT-183766	64	65	30
mitochondrial-Ath-AsnGTT-183766	65	66	7
mitochondrial-Ath-AsnGTT-183766	66	67	3
mitochondrial-Ath-AsnGTT-183766	69	70	12
mitochondrial-Ath-AsnGTT-183766	70	71	137
mitochondrial-Ath-AsnGTT-183766	71	72	442
mitochondrial-Ath-AsnGTT-183766	72	73	1681
mitochondrial-Ath-AsnGTT-183766	73	74	6212
mitochondrial-Ath-AsnGTT-183766	74	75	3218
mitochondrial-Ath-AsnGTT-183766	75	76	10956
mitochondrial-Ath-AspGTC-171828	33	32	3
mitochondrial-Ath-AspGTC-171828	34	33	3
mitochondrial-Ath-AspGTC-171828	35	34	2
mitochondrial-Ath-AspGTC-171828	36	35	8
mitochondrial-Ath-AspGTC-171828	37	36	6
mitochondrial-Ath-AspGTC-171828	38	37	1
mitochondrial-Ath-AspGTC-171828	45	44	4
mitochondrial-Ath-AspGTC-171828	46	45	2
mitochondrial-Ath-AspGTC-171828	48	47	1
mitochondrial-Ath-AspGTC-171828	49	48	1
mitochondrial-Ath-AspGTC-171828	51	50	1
mitochondrial-Ath-AspGTC-171828	53	52	1
mitochondrial-Ath-AspGTC-171828	54	53	8
mitochondrial-Ath-AspGTC-171828	55	54	20
mitochondrial-Ath-AspGTC-171828	56	55	5
mitochondrial-Ath-AspGTC-171828	57	56	3
mitochondrial-Ath-AspGTC-171828	58	57	1
mitochondrial-Ath-AspGTC-171828	59	58	7
mitochondrial-Ath-AspGTC-171828	60	59	8
mitochondrial-Ath-AspGTC-171828	61	60	17
mitochondrial-Ath-AspGTC-171828	62	61	7
mitochondrial-Ath-AspGTC-171828	63	62	39
mitochondrial-Ath-AspGTC-171828	64	63	11
mitochondrial-Ath-AspGTC-171828	65	64	1
mitochondrial-Ath-AspGTC-171828	66	65	9
mitochondrial-Ath-AspGTC-171828	67	66	4
mitochondrial-Ath-AspGTC-171828	68	67	3
mitochondrial-Ath-AspGTC-171828	69	68	6
mitochondrial-Ath-AspGTC-171828	71	70	1
mitochondrial-Ath-AspGTC-171828	72	71	6
mitochondrial-Ath-AspGTC-171828	73	72	330
mitochondrial-Ath-AspGTC-171828	74	73	649
mitochondrial-Ath-AspGTC-171828	75	74	4716
mitochondrial-Ath-AspGTC-171828	76	75	2140
mitochondrial-Ath-AspGTC-171828	77	76	4893
mitochondrial-Ath-CysGCA-171829	34	35	15
mitochondrial-Ath-CysGCA-171829	35	36	2
mitochondrial-Ath-CysGCA-171829	36	37	5
mitochondrial-Ath-CysGCA-171829	37	38	1
mitochondrial-Ath-CysGCA-171829	38	39	3
mitochondrial-Ath-CysGCA-171829	39	40	36
mitochondrial-Ath-CysGCA-171829	40	41	24
mitochondrial-Ath-CysGCA-171829	41	42	8
mitochondrial-Ath-CysGCA-171829	42	43	6
mitochondrial-Ath-CysGCA-171829	43	44	26
mitochondrial-Ath-CysGCA-171829	44	45	1
mitochondrial-Ath-CysGCA-171829	47	49	1
mitochondrial-Ath-CysGCA-171829	48	50	3
mitochondrial-Ath-CysGCA-171829	49	51	3
mitochondrial-Ath-CysGCA-171829	50	52	1
mitochondrial-Ath-CysGCA-171829	51	53	2
mitochondrial-Ath-CysGCA-171829	56	58	7
mitochondrial-Ath-CysGCA-171829	57	59	7
mitochondrial-Ath-CysGCA-171829	59	61	1
mitochondrial-Ath-CysGCA-171829	60	62	1
mitochondrial-Ath-CysGCA-171829	61	63	3
mitochondrial-Ath-CysGCA-171829	62	64	1
mitochondrial-Ath-CysGCA-171829	63	65	12
mitochondrial-Ath-CysGCA-171829	64	66	8
mitochondrial-Ath-CysGCA-171829	65	67	4
mitochondrial-Ath-CysGCA-171829	66	68	1
mitochondrial-Ath-CysGCA-171829	69	71	96
mitochondrial-Ath-CysGCA-171829	70	72	975
mitochondrial-Ath-CysGCA-171829	71	73	3770
mitochondrial-Ath-CysGCA-171829	72	74	5488
mitochondrial-Ath-CysGCA-171829	73	75	6067
mitochondrial-Ath-CysGCA-171829	74	76	8754
mitochondrial-Ath-GlnTTG-171830	35	36	2
mitochondrial-Ath-GlnTTG-171830	37	38	10
mitochondrial-Ath-GlnTTG-171830	39	40	1
mitochondrial-Ath-GlnTTG-171830	58	59	2
mitochondrial-Ath-GlnTTG-171830	68	69	1
mitochondrial-Ath-GlnTTG-171830	70	71	2
mitochondrial-Ath-GlnTTG-171830	71	72	17
mitochondrial-Ath-GlnTTG-171830	72	73	70
mitochondrial-Ath-GlnTTG-171830	73	74	328
mitochondrial-Ath-GlnTTG-171830	74	75	154
mitochondrial-Ath-GlnTTG-171830	75	76	276
mitochondrial-Ath-GluTTC-171831	35	35	4
mitochondrial-Ath-GluTTC-171831	36	36	21
mitochondrial-Ath-GluTTC-171831	37	37	6
mitochondrial-Ath-GluTTC-171831	38	38	58
mitochondrial-Ath-GluTTC-171831	39	39	9
mitochondrial-Ath-GluTTC-171831	40	40	7
mitochondrial-Ath-GluTTC-171831	41	41	14
mitochondrial-Ath-GluTTC-171831	44	44	2
mitochondrial-Ath-GluTTC-171831	45	45	2
mitochondrial-Ath-GluTTC-171831	47	48	375
mitochondrial-Ath-GluTTC-171831	48	49	1
mitochondrial-Ath-GluTTC-171831	49	50	3
mitochondrial-Ath-GluTTC-171831	50	51	5
mitochondrial-Ath-GluTTC-171831	51	52	31
mitochondrial-Ath-GluTTC-171831	52	53	139
mitochondrial-Ath-GluTTC-171831	53	54	67
mitochondrial-Ath-GluTTC-171831	54	55	16
mitochondrial-Ath-GluTTC-171831	56	57	1
mitochondrial-Ath-GluTTC-171831	58	59	3
mitochondrial-Ath-GluTTC-171831	63	64	3
mitochondrial-Ath-GluTTC-171831	64	65	1
mitochondrial-Ath-GluTTC-171831	68	69	3
mitochondrial-Ath-GluTTC-171831	69	70	37
mitochondrial-Ath-GluTTC-171831	70	71	99
mitochondrial-Ath-GluTTC-171831	71	72	239
mitochondrial-Ath-GluTTC-171831	72	73	174
mitochondrial-Ath-GluTTC-171831	73	74	2838
mitochondrial-Ath-GluTTC-171831	74	75	1094
mitochondrial-Ath-GluTTC-171831	75	76	1124
mitochondrial-Ath-GlyGCC-171832	32	33	13
mitochondrial-Ath-GlyGCC-171832	33	34	10
mitochondrial-Ath-GlyGCC-171832	34	35	150
mitochondrial-Ath-GlyGCC-171832	35	36	52
mitochondrial-Ath-GlyGCC-171832	36	37	10
mitochondrial-Ath-GlyGCC-171832	37	38	3
mitochondrial-Ath-GlyGCC-171832	38	39	5
mitochondrial-Ath-GlyGCC-171832	40	41	23
mitochondrial-Ath-GlyGCC-171832	41	42	2
mitochondrial-Ath-GlyGCC-171832	42	43	2
mitochondrial-Ath-GlyGCC-171832	43	44	1
mitochondrial-Ath-GlyGCC-171832	44	45	5
mitochondrial-Ath-GlyGCC-171832	45	46	1
mitochondrial-Ath-GlyGCC-171832	49	50	2
mitochondrial-Ath-GlyGCC-171832	50	51	12
mitochondrial-Ath-GlyGCC-171832	51	52	10
mitochondrial-Ath-GlyGCC-171832	52	53	2
mitochondrial-Ath-GlyGCC-171832	53	54	5
mitochondrial-Ath-GlyGCC-171832	54	55	2
mitochondrial-Ath-GlyGCC-171832	55	56	1
mitochondrial-Ath-GlyGCC-171832	56	57	2
mitochondrial-Ath-GlyGCC-171832	58	59	19
mitochondrial-Ath-GlyGCC-171832	59	60	17
mitochondrial-Ath-GlyGCC-171832	60	61	3
mitochondrial-Ath-GlyGCC-171832	63	64	1
