Gene	Position	SprinzlPosition	EndPosCount
mitochondrial-Ath-AsnGTT-183766	32	33	1
mitochondrial-Ath-AsnGTT-183766	34	35	5
mitochondrial-Ath-AsnGTT-183766	35	36	7
mitochondrial-Ath-AsnGTT-183766	36	37	21
mitochondrial-Ath-AsnGTT-183766	37	38	101
mitochondrial-Ath-AsnGTT-183766	38	39	770
mitochondrial-Ath-AsnGTT-183766	39	40	24
mitochondrial-Ath-AsnGTT-183766	40	41	30
mitochondrial-Ath-AsnGTT-183766	41	42	3
mitochondrial-Ath-AsnGTT-183766	42	43	2
mitochondrial-Ath-AsnGTT-183766	43	44	2
mitochondrial-Ath-AsnGTT-183766	44	45	2
mitochondrial-Ath-AsnGTT-183766	45	46	3
mitochondrial-Ath-AsnGTT-183766	46	47	2
mitochondrial-Ath-AsnGTT-183766	49	50	3
mitochondrial-Ath-AsnGTT-183766	53	54	17
mitochondrial-Ath-AsnGTT-183766	54	55	8
mitochondrial-Ath-AsnGTT-183766	55	56	11
mitochondrial-Ath-AsnGTT-183766	56	57	3
mitochondrial-Ath-AsnGTT-183766	59	60	1
mitochondrial-Ath-AsnGTT-183766	61	62	1
mitochondrial-Ath-AsnGTT-183766	62	63	46
mitochondrial-Ath-AsnGTT-183766	64	65	47
mitochondrial-Ath-AsnGTT-183766	65	66	8
mitochondrial-Ath-AsnGTT-183766	66	67	2
mitochondrial-Ath-AsnGTT-183766	68	69	4
mitochondrial-Ath-AsnGTT-183766	69	70	24
mitochondrial-Ath-AsnGTT-183766	70	71	401
mitochondrial-Ath-AsnGTT-183766	71	72	1151
mitochondrial-Ath-AsnGTT-183766	72	73	3830
mitochondrial-Ath-AsnGTT-183766	73	74	12528
mitochondrial-Ath-AsnGTT-183766	74	75	6516
mitochondrial-Ath-AsnGTT-183766	75	76	321
mitochondrial-Ath-AspGTC-171828	32	31	3
mitochondrial-Ath-AspGTC-171828	33	32	2
mitochondrial-Ath-AspGTC-171828	35	34	9
mitochondrial-Ath-AspGTC-171828	36	35	10
mitochondrial-Ath-AspGTC-171828	37	36	7
mitochondrial-Ath-AspGTC-171828	38	37	1
mitochondrial-Ath-AspGTC-171828	44	43	1
mitochondrial-Ath-AspGTC-171828	45	44	1
mitochondrial-Ath-AspGTC-171828	48	47	1
mitochondrial-Ath-AspGTC-171828	54	53	1
mitochondrial-Ath-AspGTC-171828	55	54	4
mitochondrial-Ath-AspGTC-171828	56	55	1
mitochondrial-Ath-AspGTC-171828	58	57	2
mitochondrial-Ath-AspGTC-171828	59	58	2
mitochondrial-Ath-AspGTC-171828	60	59	6
mitochondrial-Ath-AspGTC-171828	61	60	5
mitochondrial-Ath-AspGTC-171828	62	61	1
mitochondrial-Ath-AspGTC-171828	63	62	4
mitochondrial-Ath-AspGTC-171828	64	63	5
mitochondrial-Ath-AspGTC-171828	66	65	4
mitochondrial-Ath-AspGTC-171828	67	66	2
mitochondrial-Ath-AspGTC-171828	68	67	2
mitochondrial-Ath-AspGTC-171828	69	68	3
mitochondrial-Ath-AspGTC-171828	70	69	2
mitochondrial-Ath-AspGTC-171828	72	71	54
mitochondrial-Ath-AspGTC-171828	73	72	353
mitochondrial-Ath-AspGTC-171828	74	73	818
mitochondrial-Ath-AspGTC-171828	75	74	4499
mitochondrial-Ath-AspGTC-171828	76	75	2343
mitochondrial-Ath-AspGTC-171828	77	76	584
mitochondrial-Ath-CysGCA-171829	34	35	14
mitochondrial-Ath-CysGCA-171829	35	36	1
mitochondrial-Ath-CysGCA-171829	36	37	6
mitochondrial-Ath-CysGCA-171829	38	39	8
mitochondrial-Ath-CysGCA-171829	39	40	27
mitochondrial-Ath-CysGCA-171829	40	41	11
mitochondrial-Ath-CysGCA-171829	41	42	10
mitochondrial-Ath-CysGCA-171829	43	44	7
mitochondrial-Ath-CysGCA-171829	46	48	7
mitochondrial-Ath-CysGCA-171829	48	50	1
mitochondrial-Ath-CysGCA-171829	52	54	1
mitochondrial-Ath-CysGCA-171829	55	57	1
mitochondrial-Ath-CysGCA-171829	56	58	2
mitochondrial-Ath-CysGCA-171829	57	59	7
mitochondrial-Ath-CysGCA-171829	58	60	1
mitochondrial-Ath-CysGCA-171829	59	61	1
mitochondrial-Ath-CysGCA-171829	60	62	5
mitochondrial-Ath-CysGCA-171829	62	64	3
mitochondrial-Ath-CysGCA-171829	63	65	12
mitochondrial-Ath-CysGCA-171829	64	66	7
mitochondrial-Ath-CysGCA-171829	65	67	3
mitochondrial-Ath-CysGCA-171829	66	68	6
mitochondrial-Ath-CysGCA-171829	67	69	7
mitochondrial-Ath-CysGCA-171829	68	70	4
mitochondrial-Ath-CysGCA-171829	69	71	152
mitochondrial-Ath-CysGCA-171829	70	72	1149
mitochondrial-Ath-CysGCA-171829	71	73	3412
mitochondrial-Ath-CysGCA-171829	72	74	4716
mitochondrial-Ath-CysGCA-171829	73	75	8777
mitochondrial-Ath-CysGCA-171829	74	76	1812
mitochondrial-Ath-GlnTTG-171830	37	38	8
mitochondrial-Ath-GlnTTG-171830	53	54	2
mitochondrial-Ath-GlnTTG-171830	54	55	1
mitochondrial-Ath-GlnTTG-171830	61	62	2
mitochondrial-Ath-GlnTTG-171830	62	63	1
mitochondrial-Ath-GlnTTG-171830	67	68	2
mitochondrial-Ath-GlnTTG-171830	70	71	8
mitochondrial-Ath-GlnTTG-171830	71	72	19
mitochondrial-Ath-GlnTTG-171830	72	73	86
mitochondrial-Ath-GlnTTG-171830	73	74	527
mitochondrial-Ath-GlnTTG-171830	74	75	186
mitochondrial-Ath-GlnTTG-171830	75	76	34
mitochondrial-Ath-GluTTC-171831	33	33	1
mitochondrial-Ath-GluTTC-171831	35	35	9
mitochondrial-Ath-GluTTC-171831	36	36	27
mitochondrial-Ath-GluTTC-171831	37	37	9
mitochondrial-Ath-GluTTC-171831	38	38	176
mitochondrial-Ath-GluTTC-171831	39	39	16
mitochondrial-Ath-GluTTC-171831	40	40	2
mitochondrial-Ath-GluTTC-171831	41	41	1
mitochondrial-Ath-GluTTC-171831	43	43	2
mitochondrial-Ath-GluTTC-171831	45	45	14
mitochondrial-Ath-GluTTC-171831	47	48	598
mitochondrial-Ath-GluTTC-171831	48	49	5
mitochondrial-Ath-GluTTC-171831	49	50	6
mitochondrial-Ath-GluTTC-171831	50	51	4
mitochondrial-Ath-GluTTC-171831	51	52	42
mitochondrial-Ath-GluTTC-171831	52	53	89
mitochondrial-Ath-GluTTC-171831	53	54	50
mitochondrial-Ath-GluTTC-171831	54	55	9
mitochondrial-Ath-GluTTC-171831	55	56	5
mitochondrial-Ath-GluTTC-171831	56	57	2
mitochondrial-Ath-GluTTC-171831	57	58	2
mitochondrial-Ath-GluTTC-171831	61	62	3
mitochondrial-Ath-GluTTC-171831	64	65	3
mitochondrial-Ath-GluTTC-171831	68	69	3
mitochondrial-Ath-GluTTC-171831	69	70	91
mitochondrial-Ath-GluTTC-171831	70	71	274
mitochondrial-Ath-GluTTC-171831	71	72	420
mitochondrial-Ath-GluTTC-171831	72	73	295
mitochondrial-Ath-GluTTC-171831	73	74	4978
mitochondrial-Ath-GluTTC-171831	74	75	2152
mitochondrial-Ath-GluTTC-171831	75	76	150
mitochondrial-Ath-GlyGCC-171832	32	33	6
mitochondrial-Ath-GlyGCC-171832	33	34	19
mitochondrial-Ath-GlyGCC-171832	34	35	78
mitochondrial-Ath-GlyGCC-171832	35	36	39
mitochondrial-Ath-GlyGCC-171832	36	37	8
mitochondrial-Ath-GlyGCC-171832	37	38	2
mitochondrial-Ath-GlyGCC-171832	38	39	1
mitochondrial-Ath-GlyGCC-171832	39	40	3
mitochondrial-Ath-GlyGCC-171832	40	41	4
mitochondrial-Ath-GlyGCC-171832	42	43	2
mitochondrial-Ath-GlyGCC-171832	44	45	2
mitochondrial-Ath-GlyGCC-171832	45	46	4
mitochondrial-Ath-GlyGCC-171832	50	51	2
mitochondrial-Ath-GlyGCC-171832	51	52	1
mitochondrial-Ath-GlyGCC-171832	52	53	5
mitochondrial-Ath-GlyGCC-171832	53	54	10
mitochondrial-Ath-GlyGCC-171832	55	56	1
mitochondrial-Ath-GlyGCC-171832	58	59	2
mitochondrial-Ath-GlyGCC-171832	59	60	14
mitochondrial-Ath-GlyGCC-171832	64	65	2
mitochondrial-Ath-GlyGCC-171832	65	66	1
mitochondrial-Ath-GlyGCC-171832	70	71	28
mitochondrial-Ath-GlyGCC-171832	71	72	1232
mitochondrial-Ath-GlyGCC-171832	72	73	1133
mitochondrial-Ath-GlyGCC-171832	73	74	977
mitochondrial-Ath-GlyGCC-171832	74	75	1683
mitochondrial-Ath-GlyGCC-171832	75	76	215
mitochondrial-Ath-HisGTG-171833	34	32	3
