GeneName	Position	Left_Other	Left_tDR	Left_C	Left_CC	Left_CCA	Right_Other	Right_tDR	Right_C	Right_CC	Right_CCA	Left_Total	Right_Total
nuclear-Ath-ProTGG-171741	1	11335	22	5178	2948	55	0	0	0	0	0	19538	0
nuclear-Ath-ProTGG-171741	2	54	0	46	62	0	0	0	0	0	0	162	0
nuclear-Ath-ProTGG-171741	3	32	0	10	16	0	0	0	0	0	0	58	0
nuclear-Ath-ProTGG-171741	4	89	0	49	91	1	0	0	0	0	0	230	0
nuclear-Ath-ProTGG-171741	5	2	0	5	19	0	0	0	0	0	0	26	0
nuclear-Ath-ProTGG-171741	6	8	0	4	0	0	0	0	0	0	0	12	0
nuclear-Ath-ProTGG-171741	7	20	0	6	4	0	0	0	0	0	0	30	0
nuclear-Ath-ProTGG-171741	8	25	0	6	7	1	0	0	0	0	0	39	0
nuclear-Ath-ProTGG-171741	9	128	0	60	53	0	0	0	0	0	0	241	0
nuclear-Ath-ProTGG-171741	10	2715	0	1383	864	3	0	0	0	0	0	4965	0
nuclear-Ath-ProTGG-171741	11	530	0	226	148	0	0	0	0	0	0	904	0
nuclear-Ath-ProTGG-171741	12	1369	0	635	455	1	0	0	0	0	0	2460	0
nuclear-Ath-ProTGG-171741	13	574	0	315	196	5	0	0	0	0	0	1090	0
nuclear-Ath-ProTGG-171741	14	82	0	44	32	1	0	0	0	0	0	159	0
nuclear-Ath-ProTGG-171741	15	104	0	107	60	2	0	0	0	0	0	273	0
nuclear-Ath-ProTGG-171741	16	657	3	356	254	1	0	0	0	0	0	1271	0
nuclear-Ath-ProTGG-171741	17	657	0	307	218	0	0	0	0	0	0	1182	0
nuclear-Ath-ProTGG-171741	18	532	0	331	260	3	0	0	0	0	0	1126	0
nuclear-Ath-ProTGG-171741	19	245	0	122	104	0	0	0	0	0	0	471	0
nuclear-Ath-ProTGG-171741	20	41	0	10	17	0	0	0	0	0	0	68	0
nuclear-Ath-ProTGG-171741	21	26	0	17	8	0	0	0	0	0	0	51	0
nuclear-Ath-ProTGG-171741	22	42	0	10	16	0	0	0	0	0	0	68	0
nuclear-Ath-ProTGG-171741	23	213	0	102	108	0	0	0	0	0	0	423	0
nuclear-Ath-ProTGG-171741	24	4	0	3	7	0	0	0	0	0	0	14	0
nuclear-Ath-ProTGG-171741	25	17	0	10	8	0	0	0	0	0	0	35	0
nuclear-Ath-ProTGG-171741	26	1	0	1	3	0	0	0	0	0	0	5	0
nuclear-Ath-ProTGG-171741	27	4	0	10	8	0	0	0	0	0	0	22	0
nuclear-Ath-ProTGG-171741	28	5	0	1	8	0	0	0	0	0	0	14	0
nuclear-Ath-ProTGG-171741	29	5	0	12	8	0	0	0	0	0	0	25	0
nuclear-Ath-ProTGG-171741	30	32	0	21	8	0	0	0	0	0	0	61	0
nuclear-Ath-ProTGG-171741	31	24	0	9	7	0	0	0	0	0	0	40	0
nuclear-Ath-ProTGG-171741	32	8	0	8	11	0	0	0	0	0	0	27	0
nuclear-Ath-ProTGG-171741	33	8	0	11	8	0	0	0	0	0	0	27	0
nuclear-Ath-ProTGG-171741	34	28	0	1	2	0	0	0	0	0	0	31	0
nuclear-Ath-ProTGG-171741	35	35	0	16	11	0	0	0	0	0	0	62	0
nuclear-Ath-ProTGG-171741	36	566	0	457	184	3	0	0	0	0	0	1210	0
nuclear-Ath-ProTGG-171741	37	6	0	29	13	0	0	0	0	0	0	48	0
nuclear-Ath-ProTGG-171741	38	0	0	0	1	0	0	0	0	0	0	1	0
nuclear-Ath-ProTGG-171741	39	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	40	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	41	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	42	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	43	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	44	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	45	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	46	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	47	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	48	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	49	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	50	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	51	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	52	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	53	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	54	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	55	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	56	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	57	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	58	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	59	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	60	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	61	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	62	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	63	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	64	0	0	0	0	0	0	4	0	0	0	0	4
nuclear-Ath-ProTGG-171741	65	0	0	0	0	0	0	10	0	0	0	0	10
nuclear-Ath-ProTGG-171741	66	0	0	0	0	0	0	5	0	0	0	0	5
nuclear-Ath-ProTGG-171741	67	0	0	0	0	0	0	6	0	0	0	0	6
nuclear-Ath-ProTGG-171741	68	0	0	0	0	0	11	0	0	0	0	0	11
nuclear-Ath-ProTGG-171741	69	0	0	0	0	0	33	0	0	0	0	0	33
nuclear-Ath-ProTGG-171741	70	0	0	0	0	0	441	0	0	0	0	0	441
nuclear-Ath-ProTGG-171741	71	0	0	0	0	0	6423	0	0	0	0	0	6423
nuclear-Ath-ProTGG-171741	72	0	0	0	0	0	12692	0	0	0	0	0	12692
nuclear-Ath-ProTGG-171741	73	0	0	0	0	0	178	0	9918	0	0	0	10096
nuclear-Ath-ProTGG-171741	74	0	0	0	0	0	210	0	0	6227	0	0	6437
