GeneName	Position	Left_Other	Left_tDR	Left_C	Left_CC	Left_CCA	Right_Other	Right_tDR	Right_C	Right_CC	Right_CCA	Left_Total	Right_Total
nuclear-Ath-ProTGG-171741	1	24587	18	10592	7582	17628	0	0	0	0	0	60407	0
nuclear-Ath-ProTGG-171741	2	74	1	39	31	90	0	0	0	0	0	235	0
nuclear-Ath-ProTGG-171741	3	43	0	13	7	51	0	0	0	0	0	114	0
nuclear-Ath-ProTGG-171741	4	73	0	69	50	97	0	0	0	0	0	289	0
nuclear-Ath-ProTGG-171741	5	12	0	16	10	17	0	0	0	0	0	55	0
nuclear-Ath-ProTGG-171741	6	19	0	13	0	37	0	0	0	0	0	69	0
nuclear-Ath-ProTGG-171741	7	36	0	6	19	10	0	0	0	0	0	71	0
nuclear-Ath-ProTGG-171741	8	25	0	12	24	48	0	0	0	0	0	109	0
nuclear-Ath-ProTGG-171741	9	182	0	97	99	145	0	0	0	0	0	523	0
nuclear-Ath-ProTGG-171741	10	3639	0	1875	1175	2831	0	0	0	0	0	9520	0
nuclear-Ath-ProTGG-171741	11	524	0	283	227	359	0	0	0	0	0	1393	0
nuclear-Ath-ProTGG-171741	12	1841	0	858	578	1234	0	0	0	0	0	4511	0
nuclear-Ath-ProTGG-171741	13	888	0	351	239	603	0	0	0	0	0	2081	0
nuclear-Ath-ProTGG-171741	14	121	0	68	50	82	0	0	0	0	0	321	0
nuclear-Ath-ProTGG-171741	15	145	0	60	91	117	0	0	0	0	0	413	0
nuclear-Ath-ProTGG-171741	16	669	0	380	198	405	0	0	0	0	0	1652	0
nuclear-Ath-ProTGG-171741	17	782	0	356	238	625	0	0	0	0	0	2001	0
nuclear-Ath-ProTGG-171741	18	787	0	376	331	682	0	0	0	0	0	2176	0
nuclear-Ath-ProTGG-171741	19	357	0	172	95	253	0	0	0	0	0	877	0
nuclear-Ath-ProTGG-171741	20	121	0	34	38	73	0	0	0	0	0	266	0
nuclear-Ath-ProTGG-171741	21	39	0	13	21	21	0	0	0	0	0	94	0
nuclear-Ath-ProTGG-171741	22	55	0	27	24	41	0	0	0	0	0	147	0
nuclear-Ath-ProTGG-171741	23	275	0	147	107	308	0	0	0	0	0	837	0
nuclear-Ath-ProTGG-171741	24	19	0	6	2	12	0	0	0	0	0	39	0
nuclear-Ath-ProTGG-171741	25	10	0	14	7	17	0	0	0	0	0	48	0
nuclear-Ath-ProTGG-171741	26	9	0	0	0	17	0	0	0	0	0	26	0
nuclear-Ath-ProTGG-171741	27	4	0	10	1	2	0	0	0	0	0	17	0
nuclear-Ath-ProTGG-171741	28	10	0	0	0	5	0	0	0	0	0	15	0
nuclear-Ath-ProTGG-171741	29	16	0	11	3	16	0	0	0	0	0	46	0
nuclear-Ath-ProTGG-171741	30	77	0	28	10	16	0	0	0	0	0	131	0
nuclear-Ath-ProTGG-171741	31	28	0	6	0	20	0	0	0	0	0	54	0
nuclear-Ath-ProTGG-171741	32	27	0	19	5	11	0	0	0	0	0	62	0
nuclear-Ath-ProTGG-171741	33	11	0	4	8	6	0	0	0	0	0	29	0
nuclear-Ath-ProTGG-171741	34	33	0	12	15	38	0	0	0	0	0	98	0
nuclear-Ath-ProTGG-171741	35	79	0	22	11	31	0	0	0	0	0	143	0
nuclear-Ath-ProTGG-171741	36	1014	0	574	298	701	0	0	0	0	0	2587	0
nuclear-Ath-ProTGG-171741	37	10	0	34	36	54	0	0	0	0	0	134	0
nuclear-Ath-ProTGG-171741	38	5	0	0	9	2	0	0	0	0	0	16	0
nuclear-Ath-ProTGG-171741	39	1	0	0	0	3	0	0	0	0	0	4	0
nuclear-Ath-ProTGG-171741	40	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	41	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	42	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	43	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	44	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	45	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	46	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	47	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	48	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	49	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	50	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	51	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	52	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	53	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	54	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	55	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	56	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	57	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	58	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	59	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	60	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	61	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	62	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	63	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	64	0	0	0	0	0	0	10	0	0	0	0	10
nuclear-Ath-ProTGG-171741	65	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	66	0	0	0	0	0	0	3	0	0	0	0	3
nuclear-Ath-ProTGG-171741	67	0	0	0	0	0	0	6	0	0	0	0	6
nuclear-Ath-ProTGG-171741	68	0	0	0	0	0	9	0	0	0	0	0	9
nuclear-Ath-ProTGG-171741	69	0	0	0	0	0	37	0	0	0	0	0	37
nuclear-Ath-ProTGG-171741	70	0	0	0	0	0	304	0	0	0	0	0	304
nuclear-Ath-ProTGG-171741	71	0	0	0	0	0	9882	0	0	0	0	0	9882
nuclear-Ath-ProTGG-171741	72	0	0	0	0	0	21789	0	0	0	0	0	21789
nuclear-Ath-ProTGG-171741	73	0	0	0	0	0	415	0	16597	0	0	0	17012
nuclear-Ath-ProTGG-171741	74	0	0	0	0	0	1992	0	0	11639	0	0	13631
nuclear-Ath-ProTGG-171741	75	0	0	0	0	0	2219	0	0	0	26708	0	28927
nuclear-Ath-ArgCCT-171716	1	5516	140	12956	9118	10536	0	0	0	0	0	38266	0
nuclear-Ath-ArgCCT-171716	2	52	9	79	57	84	0	0	0	0	0	281	0
nuclear-Ath-ArgCCT-171716	3	7	0	39	23	22	0	0	0	0	0	91	0
nuclear-Ath-ArgCCT-171716	4	4	0	19	25	29	0	0	0	0	0	77	0
nuclear-Ath-ArgCCT-171716	5	0	0	15	6	13	0	0	0	0	0	34	0
nuclear-Ath-ArgCCT-171716	6	3	0	9	22	11	0	0	0	0	0	45	0
nuclear-Ath-ArgCCT-171716	7	9	0	14	8	10	0	0	0	0	0	41	0
nuclear-Ath-ArgCCT-171716	8	90	0	362	127	220	0	0	0	0	0	799	0
nuclear-Ath-ArgCCT-171716	9	6	0	17	18	14	0	0	0	0	0	55	0
nuclear-Ath-ArgCCT-171716	10	38	0	48	51	55	0	0	0	0	0	192	0
nuclear-Ath-ArgCCT-171716	11	433	0	1310	704	613	0	0	0	0	0	3060	0
nuclear-Ath-ArgCCT-171716	12	41	0	105	55	61	0	0	0	0	0	262	0
nuclear-Ath-ArgCCT-171716	13	44	0	96	37	120	0	0	0	0	0	297	0
nuclear-Ath-ArgCCT-171716	14	24	0	51	32	80	0	0	0	0	0	187	0
nuclear-Ath-ArgCCT-171716	15	65	0	160	78	165	0	0	0	0	0	468	0
nuclear-Ath-ArgCCT-171716	16	577	0	1749	631	817	0	0	0	0	0	3774	0
nuclear-Ath-ArgCCT-171716	17	328	0	959	372	578	0	0	0	0	0	2237	0
nuclear-Ath-ArgCCT-171716	18	1037	0	3439	1638	1858	0	0	0	0	0	7972	0
nuclear-Ath-ArgCCT-171716	19	1652	0	4032	1963	2761	0	0	0	0	0	10408	0
nuclear-Ath-ArgCCT-171716	20	276	0	770	373	496	0	0	0	0	0	1915	0
nuclear-Ath-ArgCCT-171716	21	15235	0	36534	18944	24579	0	0	0	0	0	95292	0
nuclear-Ath-ArgCCT-171716	22	242	0	706	361	442	0	0	0	0	0	1751	0
nuclear-Ath-ArgCCT-171716	23	103	0	153	99	218	0	0	0	0	0	573	0
nuclear-Ath-ArgCCT-171716	24	124	0	294	138	244	0	0	0	0	0	800	0
nuclear-Ath-ArgCCT-171716	25	118	0	330	153	218	0	0	0	0	0	819	0
nuclear-Ath-ArgCCT-171716	26	392	0	1375	661	753	0	0	0	0	0	3181	0
nuclear-Ath-ArgCCT-171716	27	56564	0	169944	77692	81463	0	0	0	0	0	385663	0
nuclear-Ath-ArgCCT-171716	28	754	0	1943	922	1030	0	0	0	0	0	4649	0
nuclear-Ath-ArgCCT-171716	29	319	0	1003	475	595	0	0	0	0	0	2392	0
nuclear-Ath-ArgCCT-171716	30	256	0	651	244	387	0	0	0	0	0	1538	0
nuclear-Ath-ArgCCT-171716	31	231	0	711	337	477	0	0	0	0	0	1756	0
nuclear-Ath-ArgCCT-171716	32	66	0	211	110	172	0	0	0	0	0	559	0
nuclear-Ath-ArgCCT-171716	33	100	0	233	196	264	0	0	0	0	0	793	0
