GeneName	Position	Left_Other	Left_tDR	Left_C	Left_CC	Left_CCA	Right_Other	Right_tDR	Right_C	Right_CC	Right_CCA	Left_Total	Right_Total
nuclear-Ath-ProTGG-171741	1	30137	45	13364	8238	148	0	0	0	0	0	51932	0
nuclear-Ath-ProTGG-171741	2	82	0	58	54	0	0	0	0	0	0	194	0
nuclear-Ath-ProTGG-171741	3	41	0	34	46	0	0	0	0	0	0	121	0
nuclear-Ath-ProTGG-171741	4	106	0	110	89	0	0	0	0	0	0	305	0
nuclear-Ath-ProTGG-171741	5	22	0	21	20	0	0	0	0	0	0	63	0
nuclear-Ath-ProTGG-171741	6	49	0	7	25	0	0	0	0	0	0	81	0
nuclear-Ath-ProTGG-171741	7	35	0	29	10	0	0	0	0	0	0	74	0
nuclear-Ath-ProTGG-171741	8	33	0	50	11	0	0	0	0	0	0	94	0
nuclear-Ath-ProTGG-171741	9	276	0	94	85	2	0	0	0	0	0	457	0
nuclear-Ath-ProTGG-171741	10	4331	0	2108	1218	6	0	0	0	0	0	7663	0
nuclear-Ath-ProTGG-171741	11	599	0	391	218	0	0	0	0	0	0	1208	0
nuclear-Ath-ProTGG-171741	12	1883	0	1067	654	0	0	0	0	0	0	3604	0
nuclear-Ath-ProTGG-171741	13	865	1	369	260	2	0	0	0	0	0	1497	0
nuclear-Ath-ProTGG-171741	14	148	0	103	56	0	0	0	0	0	0	307	0
nuclear-Ath-ProTGG-171741	15	177	0	85	56	3	0	0	0	0	0	321	0
nuclear-Ath-ProTGG-171741	16	611	0	406	207	5	0	0	0	0	0	1229	0
nuclear-Ath-ProTGG-171741	17	794	1	392	245	0	0	0	0	0	0	1432	0
nuclear-Ath-ProTGG-171741	18	866	0	525	345	10	0	0	0	0	0	1746	0
nuclear-Ath-ProTGG-171741	19	354	0	231	186	1	0	0	0	0	0	772	0
nuclear-Ath-ProTGG-171741	20	109	0	37	47	0	0	0	0	0	0	193	0
nuclear-Ath-ProTGG-171741	21	45	0	38	38	0	0	0	0	0	0	121	0
nuclear-Ath-ProTGG-171741	22	52	0	38	55	0	0	0	0	0	0	145	0
nuclear-Ath-ProTGG-171741	23	323	0	234	149	3	0	0	0	0	0	709	0
nuclear-Ath-ProTGG-171741	24	6	0	21	0	0	0	0	0	0	0	27	0
nuclear-Ath-ProTGG-171741	25	54	0	15	0	3	0	0	0	0	0	72	0
nuclear-Ath-ProTGG-171741	26	21	0	4	3	1	0	0	0	0	0	29	0
nuclear-Ath-ProTGG-171741	27	2	0	7	1	0	0	0	0	0	0	10	0
nuclear-Ath-ProTGG-171741	28	10	0	0	6	1	0	0	0	0	0	17	0
nuclear-Ath-ProTGG-171741	29	16	0	8	0	0	0	0	0	0	0	24	0
nuclear-Ath-ProTGG-171741	30	49	0	30	31	3	0	0	0	0	0	113	0
nuclear-Ath-ProTGG-171741	31	11	0	5	26	0	0	0	0	0	0	42	0
nuclear-Ath-ProTGG-171741	32	14	0	4	11	0	0	0	0	0	0	29	0
nuclear-Ath-ProTGG-171741	33	22	0	7	5	0	0	0	0	0	0	34	0
nuclear-Ath-ProTGG-171741	34	32	0	11	11	0	0	0	0	0	0	54	0
nuclear-Ath-ProTGG-171741	35	43	0	37	16	0	0	0	0	0	0	96	0
nuclear-Ath-ProTGG-171741	36	747	0	432	245	6	0	0	0	0	0	1430	0
nuclear-Ath-ProTGG-171741	37	7	0	26	33	2	0	0	0	0	0	68	0
nuclear-Ath-ProTGG-171741	38	0	0	0	1	0	0	0	0	0	0	1	0
nuclear-Ath-ProTGG-171741	39	1	0	0	1	0	0	0	0	0	0	2	0
nuclear-Ath-ProTGG-171741	40	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	41	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	42	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	43	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	44	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	45	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	46	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	47	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	48	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	49	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	50	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	51	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	52	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	53	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	54	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	55	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	56	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	57	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	58	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	59	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	60	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	61	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	62	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	63	0	0	0	0	0	0	0	0	0	0	0	0
