GeneName	Position	Left_Other	Left_tDR	Left_C	Left_CC	Left_CCA	Right_Other	Right_tDR	Right_C	Right_CC	Right_CCA	Left_Total	Right_Total
nuclear-Ath-ProTGG-171741	1	21179	25	8547	5580	12304	0	0	0	0	0	47635	0
nuclear-Ath-ProTGG-171741	2	53	0	34	30	34	0	0	0	0	0	151	0
nuclear-Ath-ProTGG-171741	3	40	0	15	15	67	0	0	0	0	0	137	0
nuclear-Ath-ProTGG-171741	4	100	0	50	47	68	0	0	0	0	0	265	0
nuclear-Ath-ProTGG-171741	5	11	0	23	0	15	0	0	0	0	0	49	0
nuclear-Ath-ProTGG-171741	6	30	0	8	6	18	0	0	0	0	0	62	0
nuclear-Ath-ProTGG-171741	7	30	0	0	2	8	0	0	0	0	0	40	0
nuclear-Ath-ProTGG-171741	8	33	0	6	7	7	0	0	0	0	0	53	0
nuclear-Ath-ProTGG-171741	9	172	0	68	41	82	0	0	0	0	0	363	0
nuclear-Ath-ProTGG-171741	10	2908	0	1623	919	1531	0	0	0	0	0	6981	0
nuclear-Ath-ProTGG-171741	11	382	0	176	125	210	0	0	0	0	0	893	0
nuclear-Ath-ProTGG-171741	12	1380	0	628	386	828	0	0	0	0	0	3222	0
nuclear-Ath-ProTGG-171741	13	524	0	330	153	361	0	0	0	0	0	1368	0
nuclear-Ath-ProTGG-171741	14	91	0	14	34	68	0	0	0	0	0	207	0
nuclear-Ath-ProTGG-171741	15	130	0	67	40	72	0	0	0	0	0	309	0
nuclear-Ath-ProTGG-171741	16	453	0	226	97	303	0	0	0	0	0	1079	0
nuclear-Ath-ProTGG-171741	17	500	0	179	161	299	0	0	0	0	0	1139	0
nuclear-Ath-ProTGG-171741	18	551	0	274	201	412	0	0	0	0	0	1438	0
nuclear-Ath-ProTGG-171741	19	208	0	128	48	144	0	0	0	0	0	528	0
nuclear-Ath-ProTGG-171741	20	81	0	40	3	21	0	0	0	0	0	145	0
nuclear-Ath-ProTGG-171741	21	33	0	33	15	19	0	0	0	0	0	100	0
nuclear-Ath-ProTGG-171741	22	36	0	13	1	28	0	0	0	0	0	78	0
nuclear-Ath-ProTGG-171741	23	245	0	116	45	177	0	0	0	0	0	583	0
nuclear-Ath-ProTGG-171741	24	22	0	6	2	4	0	0	0	0	0	34	0
nuclear-Ath-ProTGG-171741	25	15	0	6	13	4	0	0	0	0	0	38	0
nuclear-Ath-ProTGG-171741	26	0	0	2	0	0	0	0	0	0	0	2	0
nuclear-Ath-ProTGG-171741	27	10	0	0	0	1	0	0	0	0	0	11	0
nuclear-Ath-ProTGG-171741	28	5	0	4	0	3	0	0	0	0	0	12	0
nuclear-Ath-ProTGG-171741	29	12	0	4	1	20	0	0	0	0	0	37	0
nuclear-Ath-ProTGG-171741	30	53	0	3	8	23	0	0	0	0	0	87	0
nuclear-Ath-ProTGG-171741	31	21	0	4	1	12	0	0	0	0	0	38	0
nuclear-Ath-ProTGG-171741	32	7	0	7	0	3	0	0	0	0	0	17	0
nuclear-Ath-ProTGG-171741	33	4	0	5	0	4	0	0	0	0	0	13	0
nuclear-Ath-ProTGG-171741	34	34	0	17	1	14	0	0	0	0	0	66	0
nuclear-Ath-ProTGG-171741	35	27	0	22	3	28	0	0	0	0	0	80	0
nuclear-Ath-ProTGG-171741	36	690	0	349	145	390	0	0	0	0	0	1574	0
nuclear-Ath-ProTGG-171741	37	5	0	21	9	26	0	0	0	0	0	61	0
nuclear-Ath-ProTGG-171741	38	1	0	0	0	3	0	0	0	0	0	4	0
nuclear-Ath-ProTGG-171741	39	0	0	0	0	6	0	0	0	0	0	6	0
nuclear-Ath-ProTGG-171741	40	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	41	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	42	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	43	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	44	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	45	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	46	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	47	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	48	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	49	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	50	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	51	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	52	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	53	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	54	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	55	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	56	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	57	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	58	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	59	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	60	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	61	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	62	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	63	0	0	0	0	0	0	0	0	0	0	0	0
nuclear-Ath-ProTGG-171741	64	0	0	0	0	0	0	17	0	0	0	0	17
