Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	0	0	0
mitochondrial-Ath-AsnGTT-183766	28308	9694	33557
mitochondrial-Ath-AspGTC-171828	11755	10078	29592
mitochondrial-Ath-CysGCA-171829	11886	11546	22419
mitochondrial-Ath-GlnTTG-171830	993	568	1332
mitochondrial-Ath-GluTTC-171831	3167	5585	20726
mitochondrial-Ath-GlyGCC-171832	3381	2515	6953
mitochondrial-Ath-HisGTG-171833	7624	5792	13557
mitochondrial-Ath-IleCAT-171837	432	347	2230
mitochondrial-Ath-LysTTT-171834	1045	1050	8850
mitochondrial-Ath-ProTGG-171838	1136	430	1707
mitochondrial-Ath-SerGCT-171840	2174	770	2394
mitochondrial-Ath-SerGGA-171839	578	237	1049
mitochondrial-Ath-SerTGA-171841	2830	1194	2769
mitochondrial-Ath-TrpCCA-171842	29500	28692	80386
mitochondrial-Ath-TyrGTA-171843	4	33	193
mitochondrial-Ath-TyrGTA-171844	2999	2295	17540
mitochondrial-Ath-eMetCAT-171836	1171	734	1299
mitochondrial-Ath-iMetCAT-171835	578	189	458
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	1
mitochondrial-Ath-stemloop-309033	0	35	104
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	2
mitochondrial-Ath-stemloop-c116660	0	55	183
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c83962	0	0	12
nuclear-Ath-AlaAGC-171748	22515	38947	301721
nuclear-Ath-AlaAGC-171749	51980	96891	842071
nuclear-Ath-AlaAGC-183743	25017	45614	298774
nuclear-Ath-AlaCGC-171750	11169	20097	206152
nuclear-Ath-AlaCGC-171752	20800	36531	332418
nuclear-Ath-AlaCGC-183744	9340	14932	109279
nuclear-Ath-AlaTGC-171747	57467	107843	995454
nuclear-Ath-AlaTGC-171751	10134	19147	154950
nuclear-Ath-ArgACG-171679	3164	3806	10671
nuclear-Ath-ArgACG-171680	17248	21077	56128
nuclear-Ath-ArgACG-171681	8983	11878	22568
nuclear-Ath-ArgACG-171682	21137	27380	56237
nuclear-Ath-ArgACG-171683	9380	13997	50726
nuclear-Ath-ArgACG-171772	6786	11109	39054
nuclear-Ath-ArgCCG-171678	64960	62711	125427
nuclear-Ath-ArgCCG-171686	2903	2932	13151
nuclear-Ath-ArgCCG-183763	668	1096	3321
nuclear-Ath-ArgCCT-171715	3300	5002	14106
nuclear-Ath-ArgCCT-171716	51513	77265	240287
nuclear-Ath-ArgCCT-171719	8097	15259	60308
nuclear-Ath-ArgTCG-171676	38197	76991	214665
nuclear-Ath-ArgTCG-171677	32584	54486	124861
nuclear-Ath-ArgTCT-171693	7879	6175	44964
nuclear-Ath-ArgTCT-171694	28312	19439	171831
nuclear-Ath-ArgTCT-171695	23292	12401	91772
nuclear-Ath-ArgTCT-171696	6915	4111	31238
nuclear-Ath-ArgTCT-171714	15292	8793	34094
nuclear-Ath-ArgTCT-171717	6384	4583	19734
nuclear-Ath-ArgTCT-183731	38	12	183
nuclear-Ath-AsnGTT-171725	1854	2366	9708
nuclear-Ath-AsnGTT-171727	25658	30838	136802
nuclear-Ath-AsnGTT-171729	30304	34694	169088
nuclear-Ath-AsnGTT-183736	3943	3864	14252
nuclear-Ath-AsnGTT-183737	3	3	33
nuclear-Ath-AsnGTT-183738	5985	7863	31321
nuclear-Ath-AsnGTT-183739	5419	6588	31418
nuclear-Ath-AspGTC-171804	290266	363119	633861
nuclear-Ath-AspGTC-183754	60	38	59
nuclear-Ath-AspGTC-183755	3	8	24
nuclear-Ath-AspGTC-183756	53	60	30894
nuclear-Ath-AspGTC-183757	105	121	2882
nuclear-Ath-CysGCA-171684	5319	4146	6529
nuclear-Ath-CysGCA-171742	876	706	1535
nuclear-Ath-CysGCA-171756	1746	1458	4285
nuclear-Ath-CysGCA-171757	966	622	1493
nuclear-Ath-CysGCA-171758	7825	6891	15709
nuclear-Ath-CysGCA-171759	2138	1488	2786
nuclear-Ath-CysGCA-171762	644	522	908
nuclear-Ath-CysGCA-183716	1	0	96
nuclear-Ath-CysGCA-183742	2261	2103	3251
nuclear-Ath-CysGCA-183745	528	373	672
nuclear-Ath-GlnCTG-171763	8668	8525	16886
nuclear-Ath-GlnCTG-171765	2952	3629	7933
nuclear-Ath-GlnCTG-171773	6852	7460	16437
nuclear-Ath-GlnCTG-171774	4910	6234	11860
nuclear-Ath-GlnCTG-171775	87292	87671	168476
nuclear-Ath-GlnTTG-171777	35791	70818	225250
nuclear-Ath-GlnTTG-183749	13894	25183	58552
nuclear-Ath-GluCTC-171821	27676	14609	38404
nuclear-Ath-GluCTC-171824	73415	39327	96031
nuclear-Ath-GluCTC-171825	12373	6056	15656
nuclear-Ath-GluCTC-183765	267	118	888
nuclear-Ath-GluTTC-171820	88065	63278	187349
nuclear-Ath-GluTTC-171822	14981	9120	29584
nuclear-Ath-GluTTC-171826	4673	2994	10365
nuclear-Ath-GluTTC-183764	3776	2622	11594
nuclear-Ath-GlyCCC-171713	51937	62918	199177
nuclear-Ath-GlyGCC-171688	7433	5924	20292
nuclear-Ath-GlyGCC-171690	27079	17157	76590
nuclear-Ath-GlyGCC-171691	205850	169884	727002
nuclear-Ath-GlyGCC-171692	1753	1301	5101
nuclear-Ath-GlyGCC-183730	31	81	436
nuclear-Ath-GlyTCC-171720	44755	76213	367767
nuclear-Ath-HisGTG-171768	19779	27957	85253
nuclear-Ath-HisGTG-171770	4389	6129	14582
nuclear-Ath-HisGTG-183747	6695	9448	24599
nuclear-Ath-HisGTG-183748	3382	6172	19634
nuclear-Ath-IleAAT-171735	47996	74657	507541
nuclear-Ath-IleAAT-171736	45620	84513	594087
nuclear-Ath-IleTAT-171721	4349	6042	25081
nuclear-Ath-IleTAT-171764	7395	9970	45453
nuclear-Ath-LeuAAG-171816	57690	60904	298739
nuclear-Ath-LeuAAG-171817	59134	62028	302280
nuclear-Ath-LeuCAA-171786	14457	20519	73528
nuclear-Ath-LeuCAA-171787	11862	13540	57407
nuclear-Ath-LeuCAA-171789	16203	17688	80924
nuclear-Ath-LeuCAA-171790	16695	16902	70936
nuclear-Ath-LeuCAA-183751	1431	2049	7211
nuclear-Ath-LeuCAG-171781	22668	24967	96855
nuclear-Ath-LeuTAA-171698	10051	10795	34077
nuclear-Ath-LeuTAA-171699	10779	11479	37207
nuclear-Ath-LeuTAA-171791	5285	8901	20465
nuclear-Ath-LeuTAG-171673	33852	55844	413154
nuclear-Ath-LeuTAG-171675	35087	62110	352549
nuclear-Ath-LeuTAG-171685	30098	52045	325157
nuclear-Ath-LysCTT-171703	14526	16577	41553
nuclear-Ath-LysCTT-171704	184278	198408	366328
nuclear-Ath-LysCTT-183733	4456	4287	7516
nuclear-Ath-LysTTT-171707	24628	17193	39044
nuclear-Ath-LysTTT-171712	3195	2488	5462
nuclear-Ath-LysTTT-183734	24813	21681	41698
nuclear-Ath-LysTTT-183735	3	6	27
nuclear-Ath-PheGAA-171718	55907	79484	271785
nuclear-Ath-ProAGG-171737	47453	17940	61205
nuclear-Ath-ProAGG-171738	14037	4591	14334
nuclear-Ath-ProAGG-171743	57411	24777	65140
nuclear-Ath-ProCGG-171739	269	92	868
nuclear-Ath-ProCGG-171760	16384	8695	63518
nuclear-Ath-ProCGG-171761	24427	13012	94332
nuclear-Ath-ProTGG-171741	18418	8484	45075
nuclear-Ath-ProTGG-171744	86597	47361	191466
nuclear-Ath-ProTGG-183741	101	36	623
nuclear-Ath-SerAGA-171812	2357	5183	78604
nuclear-Ath-SerAGA-171813	11225	21210	224115
nuclear-Ath-SerAGA-171814	36	140	705
nuclear-Ath-SerAGA-171815	191	165	1760
nuclear-Ath-SerAGA-183750	3554	4324	11958
nuclear-Ath-SerAGA-183759	2862	5837	57959
nuclear-Ath-SerAGA-183760	0	0	1
nuclear-Ath-SerAGA-183761	0	0	1
nuclear-Ath-SerAGA-183762	834	1032	7812
nuclear-Ath-SerCGA-171782	1368	2944	13517
nuclear-Ath-SerCGA-171785	5798	10971	44346
nuclear-Ath-SerCGA-171794	4552	8853	31245
nuclear-Ath-SerGCT-171796	5907	6540	17222
nuclear-Ath-SerGCT-171797	17554	22425	61334
nuclear-Ath-SerGCT-171798	27164	30912	68236
nuclear-Ath-SerGCT-171800	8875	8922	21102
nuclear-Ath-SerGCT-183728	7371	6296	18677
nuclear-Ath-SerGCT-183752	3812	5023	12703
nuclear-Ath-SerGCT-183753	35	50	68
nuclear-Ath-SerTGA-171783	2142	4831	15249
nuclear-Ath-SerTGA-171784	1480	3522	12972
nuclear-Ath-SerTGA-171792	4554	13973	48040
nuclear-Ath-SerTGA-171793	2193	5320	19371
nuclear-Ath-ThrAGT-171722	8424	11098	40209
nuclear-Ath-ThrAGT-171723	13293	14756	48536
nuclear-Ath-ThrAGT-171731	17160	18206	74345
nuclear-Ath-ThrCGT-171709	70772	97806	77183
nuclear-Ath-ThrCGT-171710	16065	21060	20802
nuclear-Ath-ThrCGT-171711	6238	10079	8084
nuclear-Ath-ThrTGT-171700	78386	94059	261278
nuclear-Ath-ThrTGT-171705	8670	10234	36494
nuclear-Ath-ThrTGT-183732	3593	4053	13186
nuclear-Ath-TrpCCA-171732	109773	237113	1735567
nuclear-Ath-TrpCCA-171734	97820	216730	1510260
nuclear-Ath-TrpCCA-183740	790	1171	6305
nuclear-Ath-TyrGTA-171663	204305	114172	387394
nuclear-Ath-TyrGTA-171666	44	48	164
nuclear-Ath-TyrGTA-171668	0	0	34
nuclear-Ath-TyrGTA-183718	0	0	1
nuclear-Ath-TyrGTA-183719	33908	16720	51379
nuclear-Ath-TyrGTA-183720	6	3	406
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	35
nuclear-Ath-TyrGTA-183724	3	0	54
nuclear-Ath-TyrGTA-183725	0	0	49
nuclear-Ath-TyrGTA-183726	0	0	1
nuclear-Ath-TyrGTA-183727	7	4	15
nuclear-Ath-ValAAC-171778	857	1270	31291
nuclear-Ath-ValAAC-171779	18477	40899	388291
nuclear-Ath-ValCAC-171807	8073	12628	56577
nuclear-Ath-ValCAC-183758	5850	9422	43543
nuclear-Ath-ValTAC-171767	20688	26225	273872
nuclear-Ath-ValTAC-183729	1113	1759	11246
nuclear-Ath-ValTAC-183746	1204	1314	15044
nuclear-Ath-eMetCAT-171754	44408	65770	554900
nuclear-Ath-iMetCAT-171655	495	612	2786
nuclear-Ath-iMetCAT-171658	55	65	497
nuclear-Ath-iMetCAT-171659	2261	2520	14968
nuclear-Ath-iMetCAT-183717	0	6	44
plastid-Ath-AlaTGC-171845	127524	154835	964007
plastid-Ath-ArgACG-171847	77405	101319	416144
plastid-Ath-ArgTCT-171846	32427	21505	64065
plastid-Ath-AsnGTT-171848	183695	66429	209057
plastid-Ath-AspGTC-171849	97014	105164	371914
plastid-Ath-CysGCA-171850	57967	27110	62065
plastid-Ath-GlnTTG-171851	65016	38563	145791
