Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	0	0	0
mitochondrial-Ath-AsnGTT-183766	3705	386	2019
mitochondrial-Ath-AspGTC-171828	612	143	184
mitochondrial-Ath-CysGCA-171829	31942	4891	4755
mitochondrial-Ath-GlnTTG-171830	125	27	41
mitochondrial-Ath-GluTTC-171831	2401	623	804
mitochondrial-Ath-GlyGCC-171832	3513	511	770
mitochondrial-Ath-HisGTG-171833	1917	234	436
mitochondrial-Ath-IleCAT-171837	886	178	336
mitochondrial-Ath-LysTTT-171834	457	124	467
mitochondrial-Ath-ProTGG-171838	1895	293	572
mitochondrial-Ath-SerGCT-171840	465	132	676
mitochondrial-Ath-SerGGA-171839	45	10	34
mitochondrial-Ath-SerTGA-171841	711	118	186
mitochondrial-Ath-TrpCCA-171842	29814	4329	5383
mitochondrial-Ath-TyrGTA-171843	21	1	22
mitochondrial-Ath-TyrGTA-171844	3289	944	2101
mitochondrial-Ath-eMetCAT-171836	457	77	86
mitochondrial-Ath-iMetCAT-171835	485	29	89
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	1	0	0
mitochondrial-Ath-stemloop-309033	21	1	42
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	17	9	53
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c83962	0	1	7
nuclear-Ath-AlaAGC-171748	75172	29854	86139
nuclear-Ath-AlaAGC-171749	191501	79489	257494
nuclear-Ath-AlaAGC-183743	104927	46030	108323
nuclear-Ath-AlaCGC-171750	23948	7741	23505
nuclear-Ath-AlaCGC-171752	24725	6652	17815
nuclear-Ath-AlaCGC-183744	22030	7140	18084
nuclear-Ath-AlaTGC-171747	216964	83836	236748
nuclear-Ath-AlaTGC-171751	34464	15299	42707
nuclear-Ath-ArgACG-171679	6840	1755	1858
nuclear-Ath-ArgACG-171680	42786	8762	7964
nuclear-Ath-ArgACG-171681	16135	7122	3077
nuclear-Ath-ArgACG-171682	34846	13577	6740
nuclear-Ath-ArgACG-171683	23630	6511	6046
nuclear-Ath-ArgACG-171772	13298	3454	4705
nuclear-Ath-ArgCCG-171678	83787	18023	19672
nuclear-Ath-ArgCCG-171686	1642	480	1034
nuclear-Ath-ArgCCG-183763	1617	389	621
nuclear-Ath-ArgCCT-171715	3656	926	1260
nuclear-Ath-ArgCCT-171716	51664	12294	13925
nuclear-Ath-ArgCCT-171719	16395	4542	6835
nuclear-Ath-ArgTCG-171676	121764	34457	37322
nuclear-Ath-ArgTCG-171677	35400	9898	9952
nuclear-Ath-ArgTCT-171693	12087	1980	6751
nuclear-Ath-ArgTCT-171694	42718	6008	24849
nuclear-Ath-ArgTCT-171695	11201	1608	4630
nuclear-Ath-ArgTCT-171696	3561	526	1652
nuclear-Ath-ArgTCT-171714	4979	671	1270
nuclear-Ath-ArgTCT-171717	13991	2012	4105
nuclear-Ath-ArgTCT-183731	1	0	29
nuclear-Ath-AsnGTT-171725	1915	537	1126
nuclear-Ath-AsnGTT-171727	37034	7713	15896
nuclear-Ath-AsnGTT-171729	29037	5832	10853
nuclear-Ath-AsnGTT-183736	4911	1003	1897
nuclear-Ath-AsnGTT-183737	0	0	0
nuclear-Ath-AsnGTT-183738	13474	3131	6139
nuclear-Ath-AsnGTT-183739	5571	1244	2311
nuclear-Ath-AspGTC-171804	90630	22072	29444
nuclear-Ath-AspGTC-183754	18	5	2
nuclear-Ath-AspGTC-183755	0	0	5
nuclear-Ath-AspGTC-183756	17	7	5934
nuclear-Ath-AspGTC-183757	24	4	596
nuclear-Ath-CysGCA-171684	2820	318	601
nuclear-Ath-CysGCA-171742	581	94	262
nuclear-Ath-CysGCA-171756	902	113	634
nuclear-Ath-CysGCA-171757	660	89	251
nuclear-Ath-CysGCA-171758	5084	727	1739
nuclear-Ath-CysGCA-171759	1506	178	397
