Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	0	0	0
mitochondrial-Ath-AsnGTT-183766	6997	921	3495
mitochondrial-Ath-AspGTC-171828	3045	936	1577
mitochondrial-Ath-CysGCA-171829	34102	6357	6201
mitochondrial-Ath-GlnTTG-171830	1092	167	305
mitochondrial-Ath-GluTTC-171831	10396	3048	3660
mitochondrial-Ath-GlyGCC-171832	7219	1121	1670
mitochondrial-Ath-HisGTG-171833	6035	951	1272
mitochondrial-Ath-IleCAT-171837	1062	188	556
mitochondrial-Ath-LysTTT-171834	2321	886	3125
mitochondrial-Ath-ProTGG-171838	3829	748	1136
mitochondrial-Ath-SerGCT-171840	1964	625	1457
mitochondrial-Ath-SerGGA-171839	483	191	361
mitochondrial-Ath-SerTGA-171841	2168	452	520
mitochondrial-Ath-TrpCCA-171842	51230	9680	12456
mitochondrial-Ath-TyrGTA-171843	32	0	30
mitochondrial-Ath-TyrGTA-171844	5497	1731	4798
mitochondrial-Ath-eMetCAT-171836	1811	396	347
mitochondrial-Ath-iMetCAT-171835	1180	129	289
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	12	0	0
mitochondrial-Ath-stemloop-309033	19	13	87
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	534	117	122
mitochondrial-Ath-stemloop-358842	5	0	18
mitochondrial-Ath-stemloop-36709	510	45	297
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	82	27	173
mitochondrial-Ath-stemloop-c1924	22	20	481
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	33	6	243
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	84714	45710	159864
nuclear-Ath-AlaAGC-171749	238721	131872	493418
nuclear-Ath-AlaAGC-183743	95998	55892	152494
nuclear-Ath-AlaCGC-171750	36982	15832	60263
nuclear-Ath-AlaCGC-171752	54440	18681	57464
nuclear-Ath-AlaCGC-183744	26789	11351	32839
nuclear-Ath-AlaTGC-171747	272891	154502	546370
nuclear-Ath-AlaTGC-171751	40804	24582	80746
