GeneName	Position	Left_Other	Left_tDR	Left_C	Left_CC	Left_CCA	Right_Other	Right_tDR	Right_C	Right_CC	Right_CCA	Left_Total	Right_Total
nuclear-Ath-ProTGG-171741	1	11656	439	5373	3066	56	0	0	0	0	0	20590	0
nuclear-Ath-ProTGG-171741	2	57	1	51	65	0	0	0	0	0	0	174	0
nuclear-Ath-ProTGG-171741	3	33	2	12	17	0	0	0	0	0	0	64	0
nuclear-Ath-ProTGG-171741	4	93	3	50	94	1	0	0	0	0	0	241	0
nuclear-Ath-ProTGG-171741	5	5	3	5	20	0	0	0	0	0	0	33	0
nuclear-Ath-ProTGG-171741	6	8	2	4	0	0	0	0	0	0	0	14	0
nuclear-Ath-ProTGG-171741	7	20	0	6	4	0	0	0	0	0	0	30	0
nuclear-Ath-ProTGG-171741	8	30	4	6	8	1	0	0	0	0	0	49	0
nuclear-Ath-ProTGG-171741	9	130	1	60	57	0	0	0	0	0	0	248	0
nuclear-Ath-ProTGG-171741	10	2830	29	1440	908	3	0	0	0	0	0	5210	0
nuclear-Ath-ProTGG-171741	11	541	3	230	155	2	0	0	0	0	0	931	0
nuclear-Ath-ProTGG-171741	12	1384	11	653	475	1	0	0	0	0	0	2524	0
nuclear-Ath-ProTGG-171741	13	585	14	321	203	5	0	0	0	0	0	1128	0
nuclear-Ath-ProTGG-171741	14	86	4	45	36	1	0	0	0	0	0	172	0
nuclear-Ath-ProTGG-171741	15	107	2	107	63	2	0	0	0	0	0	281	0
nuclear-Ath-ProTGG-171741	16	676	8	359	266	1	0	0	0	0	0	1310	0
nuclear-Ath-ProTGG-171741	17	672	4	312	227	0	0	0	0	0	0	1215	0
nuclear-Ath-ProTGG-171741	18	550	6	342	275	3	0	0	0	0	0	1176	0
nuclear-Ath-ProTGG-171741	19	251	7	132	106	0	0	0	0	0	0	496	0
nuclear-Ath-ProTGG-171741	20	42	1	11	18	0	0	0	0	0	0	72	0
nuclear-Ath-ProTGG-171741	21	27	1	17	8	0	0	0	0	0	0	53	0
