Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	0	0	0
mitochondrial-Ath-AsnGTT-183766	121	6229	19544
mitochondrial-Ath-AspGTC-171828	533	2272	5926
mitochondrial-Ath-CysGCA-171829	1636	8647	9887
mitochondrial-Ath-GlnTTG-171830	33	179	664
mitochondrial-Ath-GluTTC-171831	98	2104	7236
mitochondrial-Ath-GlyGCC-171832	177	1624	3673
mitochondrial-Ath-HisGTG-171833	516	1062	3258
mitochondrial-Ath-IleCAT-171837	238	320	1305
mitochondrial-Ath-LysTTT-171834	24	244	1492
mitochondrial-Ath-ProTGG-171838	14	865	3981
mitochondrial-Ath-SerGCT-171840	229	356	1126
mitochondrial-Ath-SerGGA-171839	31	54	112
mitochondrial-Ath-SerTGA-171841	222	299	513
mitochondrial-Ath-TrpCCA-171842	6166	19580	55035
mitochondrial-Ath-TyrGTA-171843	0	4	40
mitochondrial-Ath-TyrGTA-171844	311	776	4302
mitochondrial-Ath-eMetCAT-171836	34	335	391
mitochondrial-Ath-iMetCAT-171835	49	641	961
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	0	0	18
mitochondrial-Ath-stemloop-309033	0	14	32
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	1	192	482
mitochondrial-Ath-stemloop-358842	0	0	7
mitochondrial-Ath-stemloop-36709	2	83	145
mitochondrial-Ath-stemloop-49221	0	0	0
mitochondrial-Ath-stemloop-c116660	0	16	123
mitochondrial-Ath-stemloop-c1924	0	5	153
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	10	148
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	226	21565	130761
nuclear-Ath-AlaAGC-171749	487	41427	298003
nuclear-Ath-AlaAGC-183743	358	30458	173660
nuclear-Ath-AlaCGC-171750	82	6687	47521
nuclear-Ath-AlaCGC-171752	103	7615	48589
nuclear-Ath-AlaCGC-183744	67	6628	35795
nuclear-Ath-AlaTGC-171747	470	40553	303552
nuclear-Ath-AlaTGC-171751	60	7757	57356
nuclear-Ath-ArgACG-171679	93	730	3610
nuclear-Ath-ArgACG-171680	562	4325	24050
nuclear-Ath-ArgACG-171681	303	3727	9783
nuclear-Ath-ArgACG-171682	742	8652	24635
nuclear-Ath-ArgACG-171683	321	2931	18003
nuclear-Ath-ArgACG-171772	182	2110	11594
nuclear-Ath-ArgCCG-171678	2608	37841	74677
nuclear-Ath-ArgCCG-171686	24	736	2571
nuclear-Ath-ArgCCG-183763	18	386	1531
nuclear-Ath-ArgCCT-171715	9	1541	4539
nuclear-Ath-ArgCCT-171716	242	26917	76665
nuclear-Ath-ArgCCT-171719	294	7482	27425
nuclear-Ath-ArgTCG-171676	1925	47373	125592
nuclear-Ath-ArgTCG-171677	397	11812	26580
nuclear-Ath-ArgTCT-171693	202	3353	17420
nuclear-Ath-ArgTCT-171694	766	10304	66692
nuclear-Ath-ArgTCT-171695	198	4470	19153
nuclear-Ath-ArgTCT-171696	61	1267	6092
nuclear-Ath-ArgTCT-171714	115	2790	7568
nuclear-Ath-ArgTCT-171717	243	4392	14259
nuclear-Ath-ArgTCT-183731	0	18	60
nuclear-Ath-AsnGTT-171725	10	742	4931
nuclear-Ath-AsnGTT-171727	130	7390	48211
nuclear-Ath-AsnGTT-171729	178	7683	62998
nuclear-Ath-AsnGTT-183736	17	1299	7455
nuclear-Ath-AsnGTT-183737	0	3	12
nuclear-Ath-AsnGTT-183738	46	2497	15935
nuclear-Ath-AsnGTT-183739	31	1396	11104
nuclear-Ath-AspGTC-171804	11975	43698	149293
nuclear-Ath-AspGTC-183754	4	20	24
nuclear-Ath-AspGTC-183755	1	3	3
nuclear-Ath-AspGTC-183756	4	12	10274
nuclear-Ath-AspGTC-183757	3	27	1293
nuclear-Ath-CysGCA-171684	433	1622	2109
nuclear-Ath-CysGCA-171742	98	291	650
nuclear-Ath-CysGCA-171756	166	396	1536
nuclear-Ath-CysGCA-171757	90	179	648
nuclear-Ath-CysGCA-171758	645	2134	3611
nuclear-Ath-CysGCA-171759	227	396	820
nuclear-Ath-CysGCA-171762	85	253	477
nuclear-Ath-CysGCA-183716	0	0	64
nuclear-Ath-CysGCA-183742	239	697	1371
nuclear-Ath-CysGCA-183745	73	204	274
nuclear-Ath-GlnCTG-171763	584	4291	7271
nuclear-Ath-GlnCTG-171765	110	1385	3119
nuclear-Ath-GlnCTG-171773	296	2204	3769
nuclear-Ath-GlnCTG-171774	356	2515	4224
nuclear-Ath-GlnCTG-171775	853	7925	13588
nuclear-Ath-GlnTTG-171777	844	9283	24684
nuclear-Ath-GlnTTG-183749	540	7473	13108
nuclear-Ath-GluCTC-171821	214	1091	3170
nuclear-Ath-GluCTC-171824	524	2364	7088
nuclear-Ath-GluCTC-171825	69	459	1207
nuclear-Ath-GluCTC-183765	2	6	394
nuclear-Ath-GluTTC-171820	1705	7916	30267
nuclear-Ath-GluTTC-171822	229	1102	4295
nuclear-Ath-GluTTC-171826	86	499	2013
nuclear-Ath-GluTTC-183764	73	385	1910
nuclear-Ath-GlyCCC-171713	1166	32684	102194
nuclear-Ath-GlyGCC-171688	74	1664	5624
nuclear-Ath-GlyGCC-171690	167	3023	14765
nuclear-Ath-GlyGCC-171691	2688	53322	247260
nuclear-Ath-GlyGCC-171692	48	1660	3913
nuclear-Ath-GlyGCC-183730	0	60	253
nuclear-Ath-GlyTCC-171720	299	7955	39331
nuclear-Ath-HisGTG-171768	2420	13815	27657
nuclear-Ath-HisGTG-171770	961	5153	6692
nuclear-Ath-HisGTG-183747	1066	5734	8874
