Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	0	0	0
mitochondrial-Ath-AsnGTT-183766	10181	2859	9549
mitochondrial-Ath-AspGTC-171828	775	423	1650
mitochondrial-Ath-CysGCA-171829	8269	5779	11284
mitochondrial-Ath-GlnTTG-171830	252	149	462
mitochondrial-Ath-GluTTC-171831	1033	1042	4301
mitochondrial-Ath-GlyGCC-171832	2740	1257	4219
mitochondrial-Ath-HisGTG-171833	2262	1378	4115
mitochondrial-Ath-IleCAT-171837	170	168	911
mitochondrial-Ath-LysTTT-171834	276	257	1708
mitochondrial-Ath-ProTGG-171838	569	178	724
mitochondrial-Ath-SerGCT-171840	903	295	1461
mitochondrial-Ath-SerGGA-171839	49	12	71
mitochondrial-Ath-SerTGA-171841	774	297	658
mitochondrial-Ath-TrpCCA-171842	32	19	92
mitochondrial-Ath-TyrGTA-171843	0	6	25
mitochondrial-Ath-TyrGTA-171844	975	736	3943
mitochondrial-Ath-eMetCAT-171836	205	146	231
mitochondrial-Ath-iMetCAT-171835	224	71	161
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	0	2	11
mitochondrial-Ath-stemloop-309033	0	10	33
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	14	199	360
mitochondrial-Ath-stemloop-358842	0	1	12
mitochondrial-Ath-stemloop-36709	2	64	167
mitochondrial-Ath-stemloop-49221	0	0	1
mitochondrial-Ath-stemloop-c116660	0	10	126
mitochondrial-Ath-stemloop-c1924	3	13	143
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	11	120
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	17704	20053	138128
nuclear-Ath-AlaAGC-171749	18484	22009	224494
nuclear-Ath-AlaAGC-183743	1600	1891	21663
nuclear-Ath-AlaCGC-171750	5562	6331	52753
nuclear-Ath-AlaCGC-171752	7930	8805	71385
nuclear-Ath-AlaCGC-183744	4510	4686	33024
nuclear-Ath-AlaTGC-171747	36629	42601	335510
nuclear-Ath-AlaTGC-171751	5822	7554	56773
nuclear-Ath-ArgACG-171679	1693	1315	3657
nuclear-Ath-ArgACG-171680	10087	7342	22269
nuclear-Ath-ArgACG-171681	5419	4644	9158
nuclear-Ath-ArgACG-171682	12761	10349	23800
nuclear-Ath-ArgACG-171683	5634	5219	18863
nuclear-Ath-ArgACG-171772	3806	3308	11978
nuclear-Ath-ArgCCG-171678	51848	28336	62879
nuclear-Ath-ArgCCG-171686	979	773	3508
nuclear-Ath-ArgCCG-183763	551	437	1482
nuclear-Ath-ArgCCT-171715	2200	1935	5172
nuclear-Ath-ArgCCT-171716	37128	29427	89012
nuclear-Ath-ArgCCT-171719	8243	7764	30415
nuclear-Ath-ArgTCG-171676	45555	46305	148015
nuclear-Ath-ArgTCG-171677	17965	15357	42109
nuclear-Ath-ArgTCT-171693	3879	2298	15497
nuclear-Ath-ArgTCT-171694	13616	7181	62532
nuclear-Ath-ArgTCT-171695	6491	2952	19207
nuclear-Ath-ArgTCT-171696	1865	891	5592
nuclear-Ath-ArgTCT-171714	3620	1656	5957
nuclear-Ath-ArgTCT-171717	4402	2536	10104
nuclear-Ath-ArgTCT-183731	2	0	13
nuclear-Ath-AsnGTT-171725	1480	1053	5233
nuclear-Ath-AsnGTT-171727	13038	8984	46427
nuclear-Ath-AsnGTT-171729	14981	10708	56097
nuclear-Ath-AsnGTT-183736	2480	1521	6783
nuclear-Ath-AsnGTT-183737	0	0	2
nuclear-Ath-AsnGTT-183738	4068	2872	13532
nuclear-Ath-AsnGTT-183739	2606	1950	10163
nuclear-Ath-AspGTC-171804	125850	79277	184196
nuclear-Ath-AspGTC-183754	1	3	0
nuclear-Ath-AspGTC-183755	0	0	0
nuclear-Ath-AspGTC-183756	2	1	40
nuclear-Ath-AspGTC-183757	28	21	94
nuclear-Ath-CysGCA-171684	2370	1174	2269
nuclear-Ath-CysGCA-171742	599	353	907
nuclear-Ath-CysGCA-171756	406	231	2149
nuclear-Ath-CysGCA-171757	661	264	981
nuclear-Ath-CysGCA-171758	3513	2011	5884
nuclear-Ath-CysGCA-171759	1127	535	1399
nuclear-Ath-CysGCA-171762	24	10	242
nuclear-Ath-CysGCA-183716	0	0	72
nuclear-Ath-CysGCA-183742	1545	898	1751
nuclear-Ath-CysGCA-183745	4	2	45
nuclear-Ath-GlnCTG-171763	4303	2696	6393
nuclear-Ath-GlnCTG-171765	1244	1140	3003
nuclear-Ath-GlnCTG-171773	2420	1781	4333
nuclear-Ath-GlnCTG-171774	2113	1670	3780
nuclear-Ath-GlnCTG-171775	9261	6564	17344
nuclear-Ath-GlnTTG-171777	9337	9124	35321
nuclear-Ath-GlnTTG-183749	5686	5338	14010
nuclear-Ath-GluCTC-171821	3788	1411	4833
nuclear-Ath-GluCTC-171824	8002	3244	10105
nuclear-Ath-GluCTC-171825	1113	409	1419
nuclear-Ath-GluCTC-183765	6	1	16
nuclear-Ath-GluTTC-171820	22209	10727	44381
nuclear-Ath-GluTTC-171822	3492	1437	6473
nuclear-Ath-GluTTC-171826	1326	620	2805
nuclear-Ath-GluTTC-183764	908	421	2740
nuclear-Ath-GlyCCC-171713	34844	32080	126427
nuclear-Ath-GlyGCC-171688	3023	2060	6780
nuclear-Ath-GlyGCC-171690	2398	1522	5563
nuclear-Ath-GlyGCC-171691	86543	57650	227481
nuclear-Ath-GlyGCC-171692	626	250	605
nuclear-Ath-GlyGCC-183730	13	65	158
nuclear-Ath-GlyTCC-171720	9938	10845	63700
nuclear-Ath-HisGTG-171768	7187	8778	35659
nuclear-Ath-HisGTG-171770	949	1266	3496
nuclear-Ath-HisGTG-183747	3464	3921	10366
nuclear-Ath-HisGTG-183748	1187	1513	4584
nuclear-Ath-IleAAT-171735	23511	26845	174746
nuclear-Ath-IleAAT-171736	30962	39622	257469
nuclear-Ath-IleTAT-171721	1136	978	4447
nuclear-Ath-IleTAT-171764	1909	1817	7891
nuclear-Ath-LeuAAG-171816	578	489	2126
nuclear-Ath-LeuAAG-171817	689	591	2380
nuclear-Ath-LeuCAA-171786	4864	4542	16271
nuclear-Ath-LeuCAA-171787	3255	2362	10121
nuclear-Ath-LeuCAA-171789	7107	5000	21624
nuclear-Ath-LeuCAA-171790	6763	4617	18427
nuclear-Ath-LeuCAA-183751	508	488	1688
nuclear-Ath-LeuCAG-171781	15371	12635	43659
nuclear-Ath-LeuTAA-171698	886	594	1317
nuclear-Ath-LeuTAA-171699	1090	884	2127
nuclear-Ath-LeuTAA-171791	3294	3314	7798
nuclear-Ath-LeuTAG-171673	15004	16362	121568
nuclear-Ath-LeuTAG-171675	1688	2048	6839
nuclear-Ath-LeuTAG-171685	189	245	1337
nuclear-Ath-LysCTT-171703	4197	1995	8160
nuclear-Ath-LysCTT-171704	71477	34494	95173
nuclear-Ath-LysCTT-183733	294	118	282
nuclear-Ath-LysTTT-171707	26	13	47
nuclear-Ath-LysTTT-171712	4380	1867	4297
nuclear-Ath-LysTTT-183734	19	1	34
nuclear-Ath-LysTTT-183735	0	2	7
nuclear-Ath-PheGAA-171718	48715	47659	167847
nuclear-Ath-ProAGG-171737	5934	2472	9008
nuclear-Ath-ProAGG-171738	1515	547	2112
nuclear-Ath-ProAGG-171743	3554	1440	4869
nuclear-Ath-ProCGG-171739	48	21	142
nuclear-Ath-ProCGG-171760	3262	1753	12517
nuclear-Ath-ProCGG-171761	4736	2559	18009
nuclear-Ath-ProTGG-171741	3386	1637	9172
nuclear-Ath-ProTGG-171744	8311	4677	23763
nuclear-Ath-ProTGG-183741	0	0	1
nuclear-Ath-SerAGA-171812	2283	2293	36616
nuclear-Ath-SerAGA-171813	6962	5347	62081
nuclear-Ath-SerAGA-171814	81	103	326
nuclear-Ath-SerAGA-171815	144	113	736
nuclear-Ath-SerAGA-183750	3060	1945	5933
nuclear-Ath-SerAGA-183759	10	0	17
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	110	75	525
nuclear-Ath-SerCGA-171782	1192	1466	6831
nuclear-Ath-SerCGA-171785	3759	3809	15652
nuclear-Ath-SerCGA-171794	3054	3084	11006
nuclear-Ath-SerGCT-171796	2873	2083	5241
nuclear-Ath-SerGCT-171797	14045	10393	29627
nuclear-Ath-SerGCT-171798	13371	8240	18286
nuclear-Ath-SerGCT-171800	1693	830	2288
nuclear-Ath-SerGCT-183728	1515	678	2141
nuclear-Ath-SerGCT-183752	1686	1137	3377
nuclear-Ath-SerGCT-183753	0	2	0
nuclear-Ath-SerTGA-171783	1508	1940	5923
nuclear-Ath-SerTGA-171784	553	685	2500
nuclear-Ath-SerTGA-171792	3616	5021	19345
nuclear-Ath-SerTGA-171793	816	936	3491
nuclear-Ath-ThrAGT-171722	2086	1897	8768
nuclear-Ath-ThrAGT-171723	4275	3195	12238
nuclear-Ath-ThrAGT-171731	3717	2931	14511
nuclear-Ath-ThrCGT-171709	8518	7389	9275
nuclear-Ath-ThrCGT-171710	10279	9288	11180
nuclear-Ath-ThrCGT-171711	847	770	941
nuclear-Ath-ThrTGT-171700	27742	21876	69574
nuclear-Ath-ThrTGT-171705	3251	2967	11662
nuclear-Ath-ThrTGT-183732	15	17	46
nuclear-Ath-TrpCCA-171732	4979	9222	94786
nuclear-Ath-TrpCCA-171734	241	338	3397
nuclear-Ath-TrpCCA-183740	270	256	1572
nuclear-Ath-TyrGTA-171663	110543	43197	189773
nuclear-Ath-TyrGTA-171666	28	22	78
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	1
nuclear-Ath-TyrGTA-183719	4247	1642	6747
nuclear-Ath-TyrGTA-183720	0	0	8
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	173	187	917
nuclear-Ath-ValAAC-171779	7124	9559	77734
nuclear-Ath-ValCAC-171807	722	841	9074
nuclear-Ath-ValCAC-183758	157	179	1888
nuclear-Ath-ValTAC-171767	12068	12173	112228
nuclear-Ath-ValTAC-183729	357	335	2286
nuclear-Ath-ValTAC-183746	244	223	2656
nuclear-Ath-eMetCAT-171754	23172	25485	188549
nuclear-Ath-iMetCAT-171655	335	269	1344
nuclear-Ath-iMetCAT-171658	42	27	153
nuclear-Ath-iMetCAT-171659	684	600	3450
nuclear-Ath-iMetCAT-183717	0	3	32
plastid-Ath-AlaTGC-171845	26332	23132	124053
plastid-Ath-ArgACG-171847	52997	48923	176753
plastid-Ath-ArgTCT-171846	12343	8925	25350
plastid-Ath-AsnGTT-171848	78684	24144	76703
plastid-Ath-AspGTC-171849	12755	7780	32800
plastid-Ath-CysGCA-171850	18795	6347	17939
plastid-Ath-GlnTTG-171851	53985	24139	81405
plastid-Ath-GluTTC-171852	52488	23536	86206
plastid-Ath-GlyGCC-171853	4099	1179	10175
plastid-Ath-GlyTCC-171854	12613	4561	12658
plastid-Ath-HisGTG-171855	58672	30493	74415
plastid-Ath-IleCAT-171856	11655	11444	163727
plastid-Ath-IleGAT-171857	12147	13312	51761
plastid-Ath-LeuCAA-171859	12736	8492	28067
plastid-Ath-LeuTAA-171860	3248	2332	17879
plastid-Ath-LeuTAG-171858	25170	10324	24560
plastid-Ath-LysTTT-171861	6185	5381	23083
plastid-Ath-PheGAA-171864	30781	16348	67051
plastid-Ath-ProTGG-171865	3442	2565	3291
plastid-Ath-SerGCT-171868	6642	2133	8018
plastid-Ath-SerGGA-171866	6557	2688	11949
plastid-Ath-SerTGA-171867	8305	3232	7438
plastid-Ath-ThrGGT-171869	16313	7680	12533
plastid-Ath-ThrTGT-171870	12954	5350	7686
plastid-Ath-TrpCCA-171871	2422	1814	2733
plastid-Ath-TyrGTA-171872	71492	41979	134327
plastid-Ath-ValGAC-171873	3340	1872	3391
plastid-Ath-ValTAC-171874	8511	5917	8128
plastid-Ath-eMetCAT-171862	5181	3992	5695
plastid-Ath-iMetCAT-171863	2304	921	6558
Total	1966109	1368429	5981945
