Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	0	0	0
mitochondrial-Ath-AsnGTT-183766	209	18964	53350
mitochondrial-Ath-AspGTC-171828	628	4469	19958
mitochondrial-Ath-CysGCA-171829	2089	19400	24542
mitochondrial-Ath-GlnTTG-171830	114	1075	2674
mitochondrial-Ath-GluTTC-171831	291	8848	36573
mitochondrial-Ath-GlyGCC-171832	300	3600	8828
mitochondrial-Ath-HisGTG-171833	2716	8224	19216
mitochondrial-Ath-IleCAT-171837	318	380	2334
mitochondrial-Ath-LysTTT-171834	123	1274	11014
mitochondrial-Ath-ProTGG-171838	5	1867	11897
mitochondrial-Ath-SerGCT-171840	846	1948	4014
mitochondrial-Ath-SerGGA-171839	166	394	1867
mitochondrial-Ath-SerTGA-171841	1053	2377	3813
mitochondrial-Ath-TrpCCA-171842	25	135	651
mitochondrial-Ath-TyrGTA-171843	0	24	134
mitochondrial-Ath-TyrGTA-171844	756	2601	18424
mitochondrial-Ath-eMetCAT-171836	125	1149	1866
mitochondrial-Ath-iMetCAT-171835	98	873	2246
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	3
mitochondrial-Ath-stemloop-286836	0	28	64
mitochondrial-Ath-stemloop-309033	0	47	217
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	0	425	1071
mitochondrial-Ath-stemloop-358842	0	4	40
mitochondrial-Ath-stemloop-36709	11	422	1280
mitochondrial-Ath-stemloop-49221	0	0	3
mitochondrial-Ath-stemloop-c116660	3	61	430
mitochondrial-Ath-stemloop-c1924	0	43	991
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	38	468
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	232	34592	363062
nuclear-Ath-AlaAGC-171749	236	43588	674409
nuclear-Ath-AlaAGC-183743	22	4603	80696
nuclear-Ath-AlaCGC-171750	100	16137	210714
nuclear-Ath-AlaCGC-171752	179	28897	338598
nuclear-Ath-AlaCGC-183744	60	11860	119452
nuclear-Ath-AlaTGC-171747	610	83450	1063348
nuclear-Ath-AlaTGC-171751	128	14127	172852
nuclear-Ath-ArgACG-171679	104	1817	9146
nuclear-Ath-ArgACG-171680	560	10150	53204
nuclear-Ath-ArgACG-171681	414	7697	20648
nuclear-Ath-ArgACG-171682	971	17083	52300
nuclear-Ath-ArgACG-171683	337	6377	44045
nuclear-Ath-ArgACG-171772	219	6423	42722
nuclear-Ath-ArgCCG-171678	2879	77723	149249
nuclear-Ath-ArgCCG-171686	141	3885	17090
nuclear-Ath-ArgCCG-183763	59	964	3802
nuclear-Ath-ArgCCT-171715	22	5770	17532
nuclear-Ath-ArgCCT-171716	553	89656	281445
nuclear-Ath-ArgCCT-171719	421	17107	72537
nuclear-Ath-ArgTCG-171676	1889	85457	223849
nuclear-Ath-ArgTCG-171677	1034	65896	131818
nuclear-Ath-ArgTCT-171693	382	6893	39632
nuclear-Ath-ArgTCT-171694	1238	24251	183803
nuclear-Ath-ArgTCT-171695	557	19411	105553
nuclear-Ath-ArgTCT-171696	211	5904	32946
nuclear-Ath-ArgTCT-171714	355	13787	46393
nuclear-Ath-ArgTCT-171717	226	6277	24083
nuclear-Ath-ArgTCT-183731	0	1	19
nuclear-Ath-AsnGTT-171725	14	1847	11145
nuclear-Ath-AsnGTT-171727	276	25046	161932
nuclear-Ath-AsnGTT-171729	445	25192	199768
nuclear-Ath-AsnGTT-183736	43	3487	17234
nuclear-Ath-AsnGTT-183737	0	8	23
nuclear-Ath-AsnGTT-183738	65	6065	34678
nuclear-Ath-AsnGTT-183739	83	4083	36581
nuclear-Ath-AspGTC-171804	44384	300253	632812
nuclear-Ath-AspGTC-183754	0	0	8
nuclear-Ath-AspGTC-183755	0	0	1
nuclear-Ath-AspGTC-183756	3	6	82
nuclear-Ath-AspGTC-183757	6	78	223
nuclear-Ath-CysGCA-171684	932	5153	7782
nuclear-Ath-CysGCA-171742	207	940	1625
nuclear-Ath-CysGCA-171756	218	1218	3799
nuclear-Ath-CysGCA-171757	203	754	1808
nuclear-Ath-CysGCA-171758	1565	7948	15544
nuclear-Ath-CysGCA-171759	548	2021	2491
nuclear-Ath-CysGCA-171762	23	107	408
nuclear-Ath-CysGCA-183716	0	0	94
nuclear-Ath-CysGCA-183742	466	2395	3916
nuclear-Ath-CysGCA-183745	0	9	135
nuclear-Ath-GlnCTG-171763	966	11598	17350
nuclear-Ath-GlnCTG-171765	337	4565	8492
nuclear-Ath-GlnCTG-171773	923	11312	17462
nuclear-Ath-GlnCTG-171774	741	8394	12497
nuclear-Ath-GlnCTG-171775	9631	126065	164909
nuclear-Ath-GlnTTG-171777	3455	68357	181405
nuclear-Ath-GlnTTG-183749	1252	30520	55131
nuclear-Ath-GluCTC-171821	2905	23731	51011
nuclear-Ath-GluCTC-171824	6971	59147	121920
nuclear-Ath-GluCTC-171825	1120	10109	18395
nuclear-Ath-GluCTC-183765	2	14	120
nuclear-Ath-GluTTC-171820	8223	68806	212955
nuclear-Ath-GluTTC-171822	1404	10756	32664
nuclear-Ath-GluTTC-171826	487	3539	11555
nuclear-Ath-GluTTC-183764	364	3081	13728
nuclear-Ath-GlyCCC-171713	1511	73556	225517
nuclear-Ath-GlyGCC-171688	167	5529	24222
nuclear-Ath-GlyGCC-171690	287	6181	31677
nuclear-Ath-GlyGCC-171691	6137	172555	923476
nuclear-Ath-GlyGCC-171692	39	924	1882
nuclear-Ath-GlyGCC-183730	0	150	444
nuclear-Ath-GlyTCC-171720	1261	64928	318945
nuclear-Ath-HisGTG-171768	6731	57123	133083
nuclear-Ath-HisGTG-171770	641	7245	14634
nuclear-Ath-HisGTG-183747	2312	20885	39244
nuclear-Ath-HisGTG-183748	1198	13333	30727
nuclear-Ath-IleAAT-171735	31562	64970	492562
nuclear-Ath-IleAAT-171736	28673	69099	563402
nuclear-Ath-IleTAT-171721	2984	5595	24349
nuclear-Ath-IleTAT-171764	5081	9251	45272
nuclear-Ath-LeuAAG-171816	72	1948	8613
nuclear-Ath-LeuAAG-171817	98	3370	13399
