Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	0	0	0
mitochondrial-Ath-AsnGTT-183766	10243	2876	10917
mitochondrial-Ath-AspGTC-171828	4650	1994	6277
mitochondrial-Ath-CysGCA-171829	8269	5779	11284
mitochondrial-Ath-GlnTTG-171830	252	149	462
mitochondrial-Ath-GluTTC-171831	1033	1042	4301
mitochondrial-Ath-GlyGCC-171832	2740	1257	4219
mitochondrial-Ath-HisGTG-171833	2262	1378	4120
mitochondrial-Ath-IleCAT-171837	170	168	911
mitochondrial-Ath-LysTTT-171834	276	257	1708
mitochondrial-Ath-ProTGG-171838	569	178	724
mitochondrial-Ath-SerGCT-171840	903	295	1461
mitochondrial-Ath-SerGGA-171839	112	35	106
mitochondrial-Ath-SerTGA-171841	774	297	658
mitochondrial-Ath-TrpCCA-171842	14354	9485	26810
mitochondrial-Ath-TyrGTA-171843	0	6	25
mitochondrial-Ath-TyrGTA-171844	975	736	3943
mitochondrial-Ath-eMetCAT-171836	226	154	235
mitochondrial-Ath-iMetCAT-171835	224	71	161
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	0	0
mitochondrial-Ath-stemloop-286836	0	2	11
mitochondrial-Ath-stemloop-309033	0	10	33
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	14	199	360
mitochondrial-Ath-stemloop-358842	0	1	12
mitochondrial-Ath-stemloop-36709	2	64	167
mitochondrial-Ath-stemloop-49221	0	0	1
mitochondrial-Ath-stemloop-c116660	0	10	126
mitochondrial-Ath-stemloop-c1924	3	13	143
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	11	120
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	17715	20072	138487
nuclear-Ath-AlaAGC-171749	37711	46049	355812
nuclear-Ath-AlaAGC-183743	21015	26597	152722
nuclear-Ath-AlaCGC-171750	6239	7156	59822
nuclear-Ath-AlaCGC-171752	9303	9930	74626
nuclear-Ath-AlaCGC-183744	5870	5879	36202
nuclear-Ath-AlaTGC-171747	37327	43468	342320
nuclear-Ath-AlaTGC-171751	5822	7555	56850
nuclear-Ath-ArgACG-171679	1699	1331	3787
nuclear-Ath-ArgACG-171680	10116	7362	22430
nuclear-Ath-ArgACG-171681	5437	4660	9194
nuclear-Ath-ArgACG-171682	12779	10357	23830
nuclear-Ath-ArgACG-171683	5665	5230	18893
nuclear-Ath-ArgACG-171772	3826	3316	12019
nuclear-Ath-ArgCCG-171678	51848	28336	62879
nuclear-Ath-ArgCCG-171686	979	773	3508
nuclear-Ath-ArgCCG-183763	551	437	1483
nuclear-Ath-ArgCCT-171715	2204	1935	5199
nuclear-Ath-ArgCCT-171716	37149	29443	89208
nuclear-Ath-ArgCCT-171719	8262	7781	30608
nuclear-Ath-ArgTCG-171676	45592	46333	148057
nuclear-Ath-ArgTCG-171677	18006	15384	42157
nuclear-Ath-ArgTCT-171693	4684	2764	19160
nuclear-Ath-ArgTCT-171694	14454	7649	66334
nuclear-Ath-ArgTCT-171695	6632	3009	19652
nuclear-Ath-ArgTCT-171696	1988	937	6123
nuclear-Ath-ArgTCT-171714	3636	1661	5985
nuclear-Ath-ArgTCT-171717	4402	2536	10104
nuclear-Ath-ArgTCT-183731	23	7	64
nuclear-Ath-AsnGTT-171725	1526	1098	5435
nuclear-Ath-AsnGTT-171727	13215	9107	47318
nuclear-Ath-AsnGTT-171729	14984	10709	56338
nuclear-Ath-AsnGTT-183736	2517	1537	6919
nuclear-Ath-AsnGTT-183737	0	1	2
nuclear-Ath-AsnGTT-183738	4241	2989	14381
nuclear-Ath-AsnGTT-183739	2606	1950	10395
nuclear-Ath-AspGTC-171804	125964	79333	216633
nuclear-Ath-AspGTC-183754	77	20	53
nuclear-Ath-AspGTC-183755	15	5	30
nuclear-Ath-AspGTC-183756	37	23	31913
nuclear-Ath-AspGTC-183757	46	30	2670
nuclear-Ath-CysGCA-171684	2370	1175	2294
nuclear-Ath-CysGCA-171742	607	356	937
nuclear-Ath-CysGCA-171756	836	428	2659
nuclear-Ath-CysGCA-171757	668	268	985
nuclear-Ath-CysGCA-171758	3514	2012	5918
nuclear-Ath-CysGCA-171759	1129	536	1406
nuclear-Ath-CysGCA-171762	394	204	668
nuclear-Ath-CysGCA-183716	0	0	123
nuclear-Ath-CysGCA-183742	1561	902	1777
nuclear-Ath-CysGCA-183745	371	177	410
nuclear-Ath-GlnCTG-171763	4312	2699	6474
nuclear-Ath-GlnCTG-171765	1246	1142	3082
nuclear-Ath-GlnCTG-171773	2422	1785	4333
nuclear-Ath-GlnCTG-171774	2128	1677	3832
nuclear-Ath-GlnCTG-171775	9263	6569	17366
nuclear-Ath-GlnTTG-171777	9340	9126	35324
nuclear-Ath-GlnTTG-183749	5687	5338	14013
nuclear-Ath-GluCTC-171821	3795	1413	4851
