Ref_tRNA	CCA_count	CC_count	Other_count
Bacillus_trnI_control	0	0	0
mitochondrial-Ath-AsnGTT-183766	46586	14063	44206
mitochondrial-Ath-AspGTC-171828	20179	11264	34050
mitochondrial-Ath-CysGCA-171829	25872	17896	34626
mitochondrial-Ath-GlnTTG-171830	1561	714	1961
mitochondrial-Ath-GluTTC-171831	4443	5962	22042
mitochondrial-Ath-GlyGCC-171832	9246	4375	12979
mitochondrial-Ath-HisGTG-171833	13970	8126	18741
mitochondrial-Ath-IleCAT-171837	951	574	3299
mitochondrial-Ath-LysTTT-171834	1601	1371	10132
mitochondrial-Ath-ProTGG-171838	2105	779	2622
mitochondrial-Ath-SerGCT-171840	4294	1356	4343
mitochondrial-Ath-SerGGA-171839	652	248	833
mitochondrial-Ath-SerTGA-171841	5369	1915	3979
mitochondrial-Ath-TrpCCA-171842	67487	47740	125816
mitochondrial-Ath-TyrGTA-171843	1	23	181
mitochondrial-Ath-TyrGTA-171844	5932	3710	21123
mitochondrial-Ath-eMetCAT-171836	1736	1083	1622
mitochondrial-Ath-iMetCAT-171835	909	200	642
mitochondrial-Ath-stemloop-159855	0	0	0
mitochondrial-Ath-stemloop-166441	0	6	4
mitochondrial-Ath-stemloop-286836	0	2	32
mitochondrial-Ath-stemloop-309033	0	59	218
mitochondrial-Ath-stemloop-315873	0	0	0
mitochondrial-Ath-stemloop-32129	4	556	1406
mitochondrial-Ath-stemloop-358842	0	10	31
mitochondrial-Ath-stemloop-36709	27	377	1127
mitochondrial-Ath-stemloop-49221	0	1	0
mitochondrial-Ath-stemloop-c116660	1	44	381
mitochondrial-Ath-stemloop-c1924	2	23	914
mitochondrial-Ath-stemloop-c219906	0	0	0
mitochondrial-Ath-stemloop-c333147	0	33	525
mitochondrial-Ath-stemloop-c83962	0	0	0
nuclear-Ath-AlaAGC-171748	50114	62014	453207
nuclear-Ath-AlaAGC-171749	110967	147482	1226259
nuclear-Ath-AlaAGC-183743	56372	73268	458443
nuclear-Ath-AlaCGC-171750	22211	27751	257812
nuclear-Ath-AlaCGC-171752	38469	45293	390593
nuclear-Ath-AlaCGC-183744	18189	20289	141451
nuclear-Ath-AlaTGC-171747	119023	151126	1330651
nuclear-Ath-AlaTGC-171751	18902	27733	231510
nuclear-Ath-ArgACG-171679	7084	5710	14655
nuclear-Ath-ArgACG-171680	40495	32228	86496
nuclear-Ath-ArgACG-171681	21671	19019	36495
nuclear-Ath-ArgACG-171682	53887	45320	96118
nuclear-Ath-ArgACG-171683	22500	21522	73358
nuclear-Ath-ArgACG-171772	13593	13535	48105
nuclear-Ath-ArgCCG-171678	167523	98945	196554
nuclear-Ath-ArgCCG-171686	4740	3753	16200
nuclear-Ath-ArgCCG-183763	1450	1551	4414
nuclear-Ath-ArgCCT-171715	8540	7599	20398
nuclear-Ath-ArgCCT-171716	131750	117129	329930
nuclear-Ath-ArgCCT-171719	22093	23560	88377
nuclear-Ath-ArgTCG-171676	107873	124279	341945
nuclear-Ath-ArgTCG-171677	76457	76612	171331
nuclear-Ath-ArgTCT-171693	17380	10203	64844
nuclear-Ath-ArgTCT-171694	57549	28882	240145
nuclear-Ath-ArgTCT-171695	40058	17424	113138
nuclear-Ath-ArgTCT-171696	12183	5676	36416
nuclear-Ath-ArgTCT-171714	24249	10999	38115
nuclear-Ath-ArgTCT-171717	13095	7337	29624
nuclear-Ath-ArgTCT-183731	92	37	227
